personnel_id,date,month_idx,attendance_change,leave_frequency_change,workload_change,sleep_change,routine_deviation,performance_change,schedule_change,recovery_change
P-000755,2025-12-01,12,-0.0,-0.1,0.336,0.078,0.051,0.098,0.099,0.103
P-000756,2025-01-01,1,-0.083,-0.1,0.172,0.032,0.146,-0.017,0.228,-0.228
P-000756,2025-02-01,2,-0.004,-0.1,-0.081,-0.202,0.063,-0.111,0.108,-0.168
P-000756,2025-03-01,3,-0.056,-0.1,0.116,-0.116,0.111,-0.121,0.219,-0.191
P-000756,2025-04-01,4,-0.049,-0.1,1.362,-0.284,0.534,-0.095,0.848,-0.921
P-000756,2025-05-01,5,-0.101,-0.1,0.093,0.082,0.459,-0.039,0.874,-0.92
P-000756,2025-06-01,6,-0.013,0.2,0.049,0.102,0.446,0.044,0.869,-0.969
P-000756,2025-07-01,7,-0.0,-0.1,-0.065,-0.183,0.512,-0.133,1.0,-1.009
P-000756,2025-08-01,8,-0.028,-0.1,0.054,-0.117,0.485,-0.104,0.928,-1.003
P-000756,2025-09-01,9,-0.0,-0.1,0.017,-0.18,0.516,-0.17,1.0,-1.052
P-000756,2025-10-01,10,-0.0,-0.1,0.0,0.084,0.413,-0.007,0.823,-1.013
P-000756,2025-11-01,11,-0.013,-0.1,0.0,-0.12,0.378,0.007,0.726,-1.124
P-000756,2025-12-01,12,-0.0,-0.1,-0.026,0.003,0.385,-0.039,0.768,-1.072
P-000757,2025-01-01,1,-0.068,-0.1,-0.182,-0.086,0.021,0.013,-0.023,0.031
P-000757,2025-02-01,2,-0.0,0.2,0.022,-0.033,0.054,0.012,-0.086,-0.017
P-000757,2025-03-01,3,-0.064,-0.1,0.188,0.08,0.052,0.106,0.101,0.02
P-000757,2025-04-01,4,-0.088,-0.1,1.328,-0.152,0.481,-0.134,0.768,-0.87
P-000757,2025-05-01,5,-0.094,-0.1,-0.0,-0.04,0.259,-0.126,0.507,-0.735
P-000757,2025-06-01,6,-0.039,-0.1,-0.107,-0.049,0.343,-0.057,0.684,-0.736
P-000757,2025-07-01,7,-0.0,-0.1,0.16,-0.023,0.269,-0.043,0.506,-1.0
P-000757,2025-08-01,8,-0.009,-0.1,0.133,-0.087,0.366,-0.03,0.706,-0.781
P-000757,2025-09-01,9,-0.0,-0.1,-0.68,0.537,0.11,0.181,0.016,0.001
P-000757,2025-10-01,10,-0.048,-0.1,0.094,0.049,0.076,0.054,0.133,-0.004
P-000757,2025-11-01,11,-0.0,-0.1,-0.144,-0.029,0.053,-0.011,0.07,0.102
P-000757,2025-12-01,12,-0.0,0.2,0.235,-0.069,0.037,-0.022,0.05,-0.021
P-000758,2025-01-01,1,-0.015,0.2,-0.241,0.086,0.076,-0.009,-0.143,0.0
P-000758,2025-02-01,2,-0.0,-0.1,0.12,0.063,0.023,0.004,0.028,-0.002
P-000758,2025-03-01,3,-0.0,-0.1,-0.256,-0.003,0.023,0.018,-0.01,0.038
P-000758,2025-04-01,4,-0.088,-0.1,2.922,-0.289,0.387,-0.027,0.553,-1.0
P-000758,2025-05-01,5,-0.0,-0.1,-0.217,-0.161,0.299,-0.065,0.568,-0.911
P-000758,2025-06-01,6,-0.037,-0.1,0.152,0.212,0.333,0.084,0.65,-0.845
P-000758,2025-07-01,7,-0.0,-0.1,0.002,-0.077,0.377,0.037,0.735,-0.801
P-000758,2025-08-01,8,-0.0,-0.1,-0.126,0.03,0.336,0.053,0.638,-0.719
P-000758,2025-09-01,9,-0.0,-0.1,-0.596,0.351,0.08,0.178,0.017,-0.006
P-000758,2025-10-01,10,-0.0,-0.1,-0.046,-0.09,0.064,-0.034,0.109,0.012
P-000758,2025-11-01,11,-0.057,0.2,-0.032,0.25,0.087,0.164,0.123,0.037
P-000758,2025-12-01,12,-0.037,-0.1,0.088,-0.013,0.09,-0.058,0.131,0.03
P-000759,2025-01-01,1,-0.009,-0.1,-0.422,0.2,0.028,0.064,0.006,0.22
P-000759,2025-02-01,2,-0.09,-0.1,2.982,-0.422,0.429,-0.256,0.63,-0.788
P-000759,2025-03-01,3,-0.079,0.2,0.078,0.165,0.376,-0.051,0.698,-0.885
P-000759,2025-04-01,4,-0.0,-0.1,0.028,-0.117,0.364,-0.073,0.675,-0.86
P-000759,2025-05-01,5,-0.0,-0.1,0.07,0.047,0.297,0.02,0.574,-0.891
P-000759,2025-06-01,6,-0.0,0.2,-0.939,0.673,0.315,0.372,-0.143,0.778
P-000759,2025-07-01,7,-0.16,-0.1,2.114,-0.122,0.26,-0.11,-0.02,0.235
P-000759,2025-08-01,8,-0.0,0.2,-0.037,0.024,0.066,-0.026,-0.109,0.243
P-000759,2025-09-01,9,-0.0,-0.1,-0.135,0.041,0.023,0.013,-0.033,0.23
P-000759,2025-10-01,10,-0.07,0.2,-0.073,0.069,0.064,0.016,-0.118,0.254
P-000759,2025-11-01,11,-0.087,-0.1,0.344,-0.124,0.021,0.042,0.011,0.261
P-000759,2025-12-01,12,-0.0,0.2,0.015,0.037,0.074,0.023,-0.143,0.228
P-000760,2025-01-01,1,-0.019,-0.1,0.193,-0.004,0.182,0.06,0.286,-0.166
P-000760,2025-02-01,2,-0.003,-0.1,0.026,0.151,0.11,0.107,0.208,-0.193
P-000760,2025-03-01,3,-0.0,-0.1,-0.048,-0.069,0.121,-0.119,0.213,-0.225
P-000760,2025-04-01,4,-0.096,-0.1,1.685,-0.247,0.599,-0.184,0.894,-0.799
P-000760,2025-05-01,5,-0.026,-0.1,-0.114,-0.036,0.505,0.006,0.997,-0.903
P-000760,2025-06-01,6,-0.053,-0.1,0.064,-0.005,0.417,0.093,0.805,-1.078
P-000760,2025-07-01,7,-0.0,-0.1,0.073,-0.181,0.468,-0.072,0.924,-1.06
P-000760,2025-08-01,8,-0.0,-0.1,0.032,-0.062,0.46,-0.065,0.901,-1.062
P-000760,2025-09-01,9,-0.028,-0.1,0.0,0.12,0.468,0.094,0.899,-1.093
P-000760,2025-10-01,10,-0.036,-0.1,0.0,-0.087,0.449,-0.022,0.897,-0.964
P-000760,2025-11-01,11,-0.0,-0.1,0.0,-0.086,0.474,-0.023,0.943,-1.075
P-000760,2025-12-01,12,-0.024,-0.1,0.0,-0.006,0.412,-0.083,0.812,-1.051
P-000761,2025-01-01,1,-0.037,0.2,-0.293,-0.07,0.037,0.057,-0.022,0.07
P-000761,2025-02-01,2,-0.0,-0.1,-0.358,0.152,0.063,0.063,-0.112,0.207
P-000761,2025-03-01,3,-0.0,-0.1,0.478,0.042,0.076,0.056,-0.143,0.12
P-000761,2025-04-01,4,-0.0,-0.1,-0.172,-0.016,0.044,-0.012,0.083,0.239
P-000761,2025-05-01,5,-0.021,0.2,0.602,0.108,0.033,-0.003,-0.061,0.011
P-000761,2025-06-01,6,-0.0,-0.1,-0.258,-0.097,0.004,-0.039,-0.003,0.342
P-000761,2025-07-01,7,-0.033,0.2,-0.112,-0.031,0.065,0.003,-0.125,0.075
P-000761,2025-08-01,8,-0.0,-0.1,0.207,0.107,0.023,0.064,-0.035,0.136
P-000761,2025-09-01,9,-0.0,-0.1,-0.115,0.053,0.041,-0.019,-0.07,0.216
P-000761,2025-10-01,10,-0.009,0.2,0.093,-0.034,0.046,0.025,-0.05,0.115
P-000761,2025-11-01,11,-0.014,-0.1,-0.438,-0.06,0.032,-0.019,-0.062,0.245
P-000761,2025-12-01,12,-0.021,0.2,0.917,0.11,0.037,0.081,0.024,0.113
P-000762,2025-01-01,1,-0.0,0.2,-0.476,0.11,0.051,0.004,0.068,0.179
P-000762,2025-02-01,2,-0.002,-0.1,0.005,0.126,0.045,0.046,-0.067,0.29
P-000762,2025-03-01,3,-0.0,0.2,0.371,-0.086,0.01,-0.069,-0.02,0.113
P-000762,2025-04-01,4,-0.016,-0.1,-0.07,0.079,0.065,-0.004,-0.083,0.006
P-000762,2025-05-01,5,-0.0,0.2,0.079,-0.025,0.049,-0.073,0.027,0.145
P-000762,2025-06-01,6,-0.0,-0.1,-0.338,-0.022,0.051,0.017,-0.013,0.18
P-000762,2025-07-01,7,-0.0,-0.1,0.267,0.046,0.036,0.009,-0.016,0.097
P-000762,2025-08-01,8,-0.006,0.2,0.05,-0.042,0.067,-0.05,0.12,0.142
P-000762,2025-09-01,9,-0.0,-0.1,-0.024,-0.042,0.062,0.042,-0.122,0.082
P-000762,2025-10-01,10,-0.047,0.2,0.199,0.062,0.039,0.009,0.062,0.137
P-000762,2025-11-01,11,-0.0,-0.1,-0.137,-0.082,0.011,0.019,0.02,0.131
P-000762,2025-12-01,12,-0.046,-0.1,0.159,0.136,0.081,0.072,0.162,0.156
P-000763,2025-01-01,1,-0.0,-0.1,-0.286,-0.262,0.09,-0.005,-0.143,0.055
P-000763,2025-02-01,2,-0.111,0.2,-0.268,0.585,0.026,0.181,-0.043,0.14
P-000763,2025-03-01,3,-0.0,-0.1,0.173,-0.199,0.017,-0.031,0.015,0.202
P-000763,2025-04-01,4,-0.004,-0.1,0.077,0.138,0.02,0.027,-0.019,0.104
P-000763,2025-05-01,5,-0.034,0.2,-0.063,-0.015,0.034,-0.001,-0.053,0.111
P-000763,2025-06-01,6,-0.006,-0.1,0.191,-0.017,0.05,-0.082,0.072,0.094
P-000763,2025-07-01,7,-0.031,0.2,-0.28,-0.017,0.012,-0.023,-0.008,0.184
P-000763,2025-08-01,8,-0.0,-0.1,0.015,-0.096,0.081,-0.089,0.099,0.155
P-000763,2025-09-01,9,-0.0,-0.1,0.27,0.209,0.027,0.069,0.017,0.065
P-000763,2025-10-01,10,-0.0,0.2,-0.095,-0.106,0.026,0.047,-0.05,0.192
P-000763,2025-11-01,11,-0.0,-0.1,-0.144,-0.102,0.068,0.007,0.126,0.3
P-000763,2025-12-01,12,-0.0,-0.1,0.005,-0.023,0.023,-0.03,-0.042,0.223
P-000764,2025-01-01,1,-0.0,-0.1,-0.193,0.051,0.03,-0.008,0.01,0.06
P-000764,2025-02-01,2,-0.0,-0.1,0.085,-0.086,0.077,-0.034,0.15,0.101
P-000764,2025-03-01,3,-0.063,-0.1,2.021,-0.379,0.502,-0.244,0.759,-0.845
P-000764,2025-04-01,4,-0.09,-0.1,-0.078,0.028,0.305,-0.094,0.597,-0.905
P-000764,2025-05-01,5,-0.0,0.2,0.075,0.065,0.444,-0.021,0.865,-0.876
P-000764,2025-06-01,6,-0.007,-0.1,-0.019,-0.103,0.408,0.041,0.805,-0.891
P-000764,2025-07-01,7,-0.0,-0.1,0.085,0.264,0.385,0.112,0.763,-0.968
P-000764,2025-08-01,8,-0.038,-0.1,-0.179,-0.074,0.333,-0.072,0.662,-0.868
P-000764,2025-09-01,9,-0.0,-0.1,0.224,-0.291,0.449,-0.081,0.866,-0.974
P-000764,2025-10-01,10,-0.0,-0.1,-0.709,1.097,0.099,0.491,-0.058,0.102
P-000764,2025-11-01,11,-0.0,-0.1,-0.116,0.095,0.044,0.104,0.021,0.092
P-000764,2025-12-01,12,-0.133,-0.1,0.271,-0.172,0.079,-0.144,0.134,0.072
P-000765,2025-01-01,1,-0.04,-0.1,-0.398,0.03,0.103,-0.022,0.185,0.228
P-000765,2025-02-01,2,-0.0,-0.1,-0.134,0.118,0.078,0.118,-0.143,0.096
P-000765,2025-03-01,3,-0.032,0.2,0.344,-0.13,0.024,-0.043,-0.013,0.11
P-000765,2025-04-01,4,-0.0,-0.1,0.162,0.038,0.064,0.074,-0.078,0.112
P-000765,2025-05-01,5,-0.035,-0.1,-0.077,-0.04,0.044,-0.002,0.025,0.252
P-000765,2025-06-01,6,-0.0,0.2,-0.402,-0.097,0.076,-0.043,-0.082,0.176
P-000765,2025-07-01,7,-0.0,-0.1,0.773,-0.002,0.049,-0.002,0.033,0.096
P-000765,2025-08-01,8,-0.027,0.2,-0.253,0.149,0.006,0.123,-0.009,0.163
P-000765,2025-09-01,9,-0.0,-0.1,0.275,-0.107,0.041,0.033,0.045,0.091
P-000765,2025-10-01,10,-0.02,-0.1,-0.251,-0.013,0.035,0.002,0.052,0.311
P-000765,2025-11-01,11,-0.0,0.2,0.043,0.193,0.044,0.247,-0.084,0.004
P-000765,2025-12-01,12,-0.0,-0.1,0.181,0.147,0.04,0.081,-0.066,0.226
P-000766,2025-01-01,1,-0.0,-0.1,-0.147,0.024,0.069,-0.015,0.092,0.006
P-000766,2025-02-01,2,-0.108,0.2,0.056,-0.095,0.095,0.012,0.151,0.044
P-000766,2025-03-01,3,-0.006,-0.1,-0.183,0.072,0.037,0.024,0.057,0.039
P-000766,2025-04-01,4,-0.102,-0.1,2.257,-0.236,0.485,-0.015,0.756,-0.951
P-000766,2025-05-01,5,-0.032,-0.1,-0.154,-0.093,0.354,-0.113,0.707,-0.85
P-000766,2025-06-01,6,-0.0,-0.1,-0.044,-0.145,0.352,-0.075,0.679,-0.897
P-000766,2025-07-01,7,-0.016,-0.1,0.268,0.123,0.31,0.021,0.596,-0.971
P-000766,2025-08-01,8,-0.091,-0.1,-0.176,0.409,0.32,0.129,0.624,-0.87
P-000766,2025-09-01,9,-0.0,-0.1,-0.643,-0.054,0.114,0.104,0.076,0.028
P-000766,2025-10-01,10,-0.0,0.2,0.19,0.175,0.084,0.05,0.155,0.011
P-000766,2025-11-01,11,-0.057,-0.1,-0.331,-0.177,0.013,-0.097,-0.025,0.066
P-000766,2025-12-01,12,-0.0,0.2,0.419,0.079,0.086,0.01,0.123,0.012
P-000767,2025-01-01,1,-0.04,0.2,-0.371,0.003,0.022,0.038,0.012,0.107
P-000767,2025-02-01,2,-0.0,-0.1,0.329,-0.06,0.019,-0.023,-0.027,0.077
P-000767,2025-03-01,3,-0.06,-0.1,2.02,-0.444,0.439,-0.182,0.617,-0.875
P-000767,2025-04-01,4,-0.0,-0.1,0.09,-0.29,0.304,-0.226,0.598,-0.914
P-000767,2025-05-01,5,-0.058,-0.1,-0.015,0.189,0.426,0.001,0.809,-0.884
P-000767,2025-06-01,6,-0.081,-0.1,-0.01,0.352,0.396,0.114,0.737,-0.964
P-000767,2025-07-01,7,-0.0,0.2,-0.066,-0.044,0.403,-0.035,0.781,-0.928
P-000767,2025-08-01,8,-0.081,-0.1,-0.059,-0.017,0.379,-0.072,0.742,-0.852
P-000767,2025-09-01,9,-0.0,-0.1,0.075,-0.319,0.391,-0.138,0.78,-0.883
P-000767,2025-10-01,10,-0.0,0.2,-0.668,1.534,0.156,0.5,0.07,0.1
P-000767,2025-11-01,11,-0.0,-0.1,0.005,-0.124,0.096,-0.02,0.172,0.069
P-000767,2025-12-01,12,-0.0,0.2,0.054,0.16,0.041,-0.007,0.03,0.084
P-000768,2025-01-01,1,-0.005,0.2,-0.533,0.232,0.07,0.061,-0.096,0.261
P-000768,2025-02-01,2,-0.05,-0.1,4.0,-0.428,0.456,-0.25,0.625,-0.875
P-000768,2025-03-01,3,-0.011,-0.1,0.031,0.048,0.331,0.035,0.656,-0.878
P-000768,2025-04-01,4,-0.013,-0.1,-0.042,0.066,0.361,0.052,0.71,-0.793
P-000768,2025-05-01,5,-0.044,-0.1,-0.019,0.032,0.295,0.014,0.575,-0.835
P-000768,2025-06-01,6,-0.0,0.2,-0.926,0.502,0.299,0.323,-0.143,0.778
P-000768,2025-07-01,7,-0.12,-0.1,1.647,0.011,0.244,-0.046,-0.094,0.241
P-000768,2025-08-01,8,-0.0,0.2,0.189,-0.155,0.064,-0.072,-0.109,0.274
P-000768,2025-09-01,9,-0.038,-0.1,0.275,0.111,0.052,0.092,-0.042,0.236
P-000768,2025-10-01,10,-0.0,0.2,-0.252,0.08,0.051,0.03,-0.076,0.258
P-000768,2025-11-01,11,-0.0,-0.1,0.044,0.0,0.046,0.008,-0.084,0.261
P-000768,2025-12-01,12,-0.004,0.2,0.019,-0.029,0.037,-0.07,-0.054,0.252
P-000769,2025-01-01,1,-0.0,-0.1,-0.283,0.169,0.026,0.086,-0.029,0.099
P-000769,2025-02-01,2,-0.0,0.2,-0.011,-0.169,0.04,-0.061,0.067,0.05
P-000769,2025-03-01,3,-0.026,-0.1,-0.128,0.122,0.03,-0.009,0.024,0.204
P-000769,2025-04-01,4,-0.0,-0.1,-0.0,0.147,0.052,0.023,-0.078,0.154
P-000769,2025-05-01,5,-0.018,0.2,0.193,-0.0,0.042,0.03,0.073,0.022
P-000769,2025-06-01,6,-0.066,-0.1,0.267,-0.033,0.094,-0.024,-0.12,0.01
P-000769,2025-07-01,7,-0.0,0.2,-0.488,-0.128,0.142,0.014,0.158,0.24
P-000769,2025-08-01,8,-0.074,-0.1,0.338,0.025,0.112,0.003,0.145,0.088
P-000769,2025-09-01,9,-0.0,-0.1,0.13,0.126,0.016,0.002,0.02,0.118
P-000769,2025-10-01,10,-0.025,0.2,-0.232,-0.103,0.019,-0.059,-0.024,0.234
P-000769,2025-11-01,11,-0.064,-0.1,0.296,0.015,0.05,0.003,-0.06,0.098
P-000769,2025-12-01,12,-0.019,0.2,0.042,-0.017,0.036,0.029,-0.013,0.211
P-000770,2025-01-01,1,-0.004,-0.1,0.213,-0.244,0.205,-0.104,0.335,-0.233
P-000770,2025-02-01,2,-0.0,-0.1,0.077,0.215,0.163,0.163,0.279,-0.229
P-000770,2025-03-01,3,-0.0,-0.1,-0.032,-0.073,0.114,-0.015,0.169,-0.156
P-000770,2025-04-01,4,-0.109,-0.1,1.28,-0.269,0.537,-0.173,0.816,-0.923
P-000770,2025-05-01,5,-0.072,-0.1,-0.05,0.218,0.486,0.115,0.932,-0.934
P-000770,2025-06-01,6,-0.0,-0.1,0.088,-0.481,0.407,-0.257,0.748,-1.056
P-000770,2025-07-01,7,-0.027,-0.1,-0.006,0.215,0.487,0.088,0.958,-1.07
P-000770,2025-08-01,8,-0.0,0.2,-0.029,-0.003,0.35,0.038,0.7,-1.06
P-000770,2025-09-01,9,-0.045,-0.1,0.137,-0.238,0.429,-0.109,0.834,-1.096
P-000770,2025-10-01,10,-0.0,-0.1,0.0,0.152,0.508,0.053,1.0,-1.083
P-000770,2025-11-01,11,-0.0,-0.1,0.0,-0.034,0.451,0.079,0.881,-1.222
P-000770,2025-12-01,12,-0.0,-0.1,0.0,-0.038,0.463,0.018,0.881,-1.008
P-000771,2025-01-01,1,-0.0,0.2,-0.251,-0.046,0.077,0.077,-0.143,0.225
P-000771,2025-02-01,2,-0.0,-0.1,0.068,0.27,0.055,0.061,-0.101,0.069
P-000771,2025-03-01,3,-0.066,-0.1,-0.021,-0.186,0.064,-0.109,0.105,0.061
P-000771,2025-04-01,4,-0.0,-0.1,0.005,-0.046,0.024,-0.116,0.025,0.165
P-000771,2025-05-01,5,-0.001,-0.1,-0.282,0.133,0.013,0.136,-0.001,0.164
P-000771,2025-06-01,6,-0.0,-0.1,0.346,-0.033,0.068,-0.037,0.116,0.133
P-000771,2025-07-01,7,-0.0,-0.1,-0.163,0.084,0.054,0.035,-0.06,0.106
P-000771,2025-08-01,8,-0.096,-0.1,0.21,-0.011,0.031,-0.003,0.03,0.226
P-000771,2025-09-01,9,-0.0,0.2,-0.313,0.074,0.018,0.023,-0.021,0.169
P-000771,2025-10-01,10,-0.061,-0.1,0.282,-0.136,0.024,-0.074,0.015,0.144
P-000771,2025-11-01,11,-0.036,0.2,-0.035,0.082,0.015,-0.024,-0.022,0.199
P-000771,2025-12-01,12,-0.0,-0.1,0.11,-0.039,0.013,-0.009,-0.004,0.201
P-000772,2025-01-01,1,-0.043,-0.1,0.14,-0.312,0.199,-0.148,0.361,-0.141
P-000772,2025-02-01,2,-0.014,-0.1,-0.079,0.254,0.154,0.089,0.302,-0.138
P-000772,2025-03-01,3,-0.0,-0.1,-0.059,-0.018,0.241,-0.019,0.464,-0.117
P-000772,2025-04-01,4,-0.108,-0.1,1.738,-0.287,0.601,-0.154,1.0,-0.857
P-000772,2025-05-01,5,-0.032,-0.1,0.113,-0.165,0.485,-0.034,0.884,-0.883
P-000772,2025-06-01,6,-0.048,-0.1,0.067,0.103,0.436,0.093,0.854,-0.999
P-000772,2025-07-01,7,-0.027,-0.1,0.018,-0.179,0.395,-0.017,0.775,-0.944
P-000772,2025-08-01,8,-0.022,-0.1,-0.088,0.061,0.446,-0.069,0.859,-0.955
P-000772,2025-09-01,9,-0.067,-0.1,0.096,-0.035,0.472,-0.032,0.903,-1.136
P-000772,2025-10-01,10,-0.052,-0.1,0.0,-0.358,0.368,-0.114,0.736,-1.068
P-000772,2025-11-01,11,-0.109,0.2,0.0,0.373,0.438,0.122,0.865,-1.099
P-000772,2025-12-01,12,-0.0,-0.1,0.0,-0.216,0.444,0.015,0.881,-1.1
P-000773,2025-01-01,1,-0.0,-0.1,-0.178,-0.006,0.057,-0.129,0.095,0.066
P-000773,2025-02-01,2,-0.037,-0.1,-0.291,0.089,0.023,-0.006,0.018,0.162
P-000773,2025-03-01,3,-0.0,-0.1,-0.137,0.144,0.022,-0.02,0.033,0.172
P-000773,2025-04-01,4,-0.0,0.2,0.423,-0.025,0.055,0.027,0.073,0.16
P-000773,2025-05-01,5,-0.0,-0.1,-0.086,-0.125,0.023,-0.058,0.002,0.108
P-000773,2025-06-01,6,-0.0,-0.1,0.344,0.108,0.051,0.063,0.061,0.049
P-000773,2025-07-01,7,-0.009,0.2,-0.173,0.056,0.036,-0.014,0.037,0.176
P-000773,2025-08-01,8,-0.031,-0.1,0.013,-0.159,0.035,-0.02,0.056,0.141
P-000773,2025-09-01,9,-0.042,-0.1,0.041,0.051,0.014,-0.052,0.016,0.103
P-000773,2025-10-01,10,-0.024,0.2,-0.008,0.026,0.023,0.052,0.007,0.077
P-000773,2025-11-01,11,-0.005,-0.1,-0.073,-0.13,0.062,-0.031,-0.057,0.156
P-000773,2025-12-01,12,-0.0,-0.1,-0.178,0.187,0.04,0.036,-0.034,0.24
P-000774,2025-01-01,1,-0.0,-0.1,-0.243,0.035,0.033,0.072,0.056,0.177
P-000774,2025-02-01,2,-0.11,0.2,-0.083,0.05,0.089,-0.004,-0.121,0.243
P-000774,2025-03-01,3,-0.011,-0.1,0.069,-0.066,0.016,-0.041,-0.02,0.139
P-000774,2025-04-01,4,-0.027,0.2,-0.224,0.232,0.084,0.18,-0.143,0.105
P-000774,2025-05-01,5,-0.0,-0.1,0.067,-0.078,0.087,-0.099,-0.139,0.271
P-000774,2025-06-01,6,-0.01,0.2,0.32,0.085,0.014,0.095,0.01,0.145
P-000774,2025-07-01,7,-0.052,-0.1,-0.084,-0.267,0.009,-0.022,0.007,0.126
P-000774,2025-08-01,8,-0.0,-0.1,0.178,0.186,0.017,-0.013,0.024,0.151
P-000774,2025-09-01,9,-0.0,0.2,-0.209,0.08,0.078,0.005,-0.143,0.027
P-000774,2025-10-01,10,-0.012,-0.1,0.357,0.065,0.009,0.026,0.006,0.218
P-000774,2025-11-01,11,-0.013,0.2,-0.264,-0.158,0.047,0.033,-0.079,0.21
P-000774,2025-12-01,12,-0.01,-0.1,0.011,-0.08,0.108,-0.041,0.163,0.071
P-000775,2025-01-01,1,-0.131,-0.1,0.41,-0.351,0.169,-0.156,0.237,-0.217
P-000775,2025-02-01,2,-0.014,-0.1,-0.095,-0.077,0.095,0.056,0.161,-0.227
P-000775,2025-03-01,3,-0.047,-0.1,0.026,0.136,0.226,0.063,0.428,-0.243
P-000775,2025-04-01,4,-0.1,0.2,1.391,-0.132,0.599,-0.172,0.89,-0.86
P-000775,2025-05-01,5,-0.0,-0.1,-0.095,-0.303,0.391,-0.095,0.764,-0.974
P-000775,2025-06-01,6,-0.028,-0.1,0.013,0.158,0.47,0.046,0.931,-0.874
P-000775,2025-07-01,7,-0.0,-0.1,0.046,0.087,0.385,0.029,0.765,-0.999
P-000775,2025-08-01,8,-0.091,-0.1,0.088,-0.29,0.42,-0.179,0.828,-1.046
P-000775,2025-09-01,9,-0.0,-0.1,0.0,-0.185,0.42,-0.068,0.804,-0.975
P-000775,2025-10-01,10,-0.081,-0.1,0.0,-0.167,0.497,0.026,0.959,-1.241
P-000775,2025-11-01,11,-0.048,0.2,0.0,0.085,0.508,-0.005,0.98,-1.054
P-000775,2025-12-01,12,-0.01,-0.1,0.0,-0.078,0.465,0.041,0.895,-1.143
P-000776,2025-01-01,1,-0.002,0.2,-0.459,0.039,0.032,0.082,0.045,0.173
P-000776,2025-02-01,2,-0.031,-0.1,0.504,-0.125,0.096,-0.039,-0.143,0.174
P-000776,2025-03-01,3,-0.0,-0.1,0.141,0.135,0.013,0.035,0.006,0.143
P-000776,2025-04-01,4,-0.002,-0.1,-0.173,-0.042,0.017,0.002,0.025,0.102
P-000776,2025-05-01,5,-0.032,-0.1,0.122,0.066,0.041,0.078,-0.065,0.1
P-000776,2025-06-01,6,-0.0,-0.1,0.081,-0.12,0.039,-0.021,-0.044,0.062
P-000776,2025-07-01,7,-0.0,-0.1,-0.418,-0.027,0.065,-0.008,0.055,0.226
P-000776,2025-08-01,8,-0.0,0.2,0.451,0.103,0.04,0.025,0.011,0.164
P-000776,2025-09-01,9,-0.0,-0.1,-0.002,0.032,0.109,0.033,0.183,0.049
P-000776,2025-10-01,10,-0.0,-0.1,-0.297,-0.019,0.083,0.001,-0.143,0.17
P-000776,2025-11-01,11,-0.028,-0.1,0.555,-0.078,0.073,-0.066,-0.134,0.168
P-000776,2025-12-01,12,-0.019,-0.1,-0.331,-0.046,0.045,0.061,0.048,0.216
P-000777,2025-01-01,1,-0.096,0.2,-0.231,0.089,0.035,0.1,-0.067,0.203
P-000777,2025-02-01,2,-0.031,-0.1,0.021,-0.084,0.015,-0.051,-0.019,0.17
P-000777,2025-03-01,3,-0.0,-0.1,-0.117,-0.122,0.017,-0.071,0.015,0.103
P-000777,2025-04-01,4,-0.0,0.2,0.094,0.134,0.034,-0.04,-0.056,0.077
P-000777,2025-05-01,5,-0.0,-0.1,-0.258,0.012,0.08,0.017,-0.055,0.038
P-000777,2025-06-01,6,-0.005,-0.1,-0.079,0.197,0.112,0.07,-0.143,0.229
P-000777,2025-07-01,7,-0.0,-0.1,-0.128,-0.018,0.077,0.017,-0.105,0.145
P-000777,2025-08-01,8,-0.0,0.2,0.621,-0.138,0.024,-0.163,-0.027,0.075
P-000777,2025-09-01,9,-0.0,-0.1,0.172,0.12,0.118,0.012,0.153,0.141
P-000777,2025-10-01,10,-0.0,-0.1,-0.162,0.051,0.04,0.023,-0.01,0.011
P-000777,2025-11-01,11,-0.0,0.2,-0.011,-0.078,0.002,-0.018,-0.001,0.123
P-000777,2025-12-01,12,-0.0,-0.1,0.166,-0.155,0.074,0.012,0.107,0.078
P-000778,2025-01-01,1,-0.0,-0.1,-0.166,-0.182,0.008,-0.033,0.012,0.076
P-000778,2025-02-01,2,-0.0,0.2,-0.079,0.13,0.039,0.11,0.068,0.126
P-000778,2025-03-01,3,-0.098,-0.1,2.246,-0.244,0.509,-0.169,0.736,-0.95
P-000778,2025-04-01,4,-0.011,-0.1,0.122,-0.111,0.381,0.007,0.723,-0.921
P-000778,2025-05-01,5,-0.046,-0.1,0.104,-0.179,0.38,-0.057,0.699,-0.963
P-000778,2025-06-01,6,-0.0,-0.1,-0.119,0.088,0.396,0.023,0.783,-0.972
P-000778,2025-07-01,7,-0.017,-0.1,-0.168,0.14,0.385,0.038,0.701,-0.825
P-000778,2025-08-01,8,-0.043,-0.1,0.231,-0.022,0.337,-0.073,0.626,-0.973
P-000778,2025-09-01,9,-0.0,-0.1,-0.122,-0.124,0.461,-0.036,0.906,-0.91
P-000778,2025-10-01,10,-0.0,0.2,-0.666,0.529,0.149,0.262,0.071,0.087
P-000778,2025-11-01,11,-0.0,-0.1,-0.096,0.063,0.093,0.198,0.159,0.09
P-000778,2025-12-01,12,-0.072,0.2,0.262,0.131,0.063,-0.013,0.114,0.074
P-000779,2025-01-01,1,-0.092,-0.1,-0.037,-0.225,0.12,-0.078,0.206,0.044
P-000779,2025-02-01,2,-0.029,0.2,-0.377,0.335,0.04,0.147,0.038,0.095
