personnel_id,date,month_idx,attendance_change,leave_frequency_change,workload_change,sleep_change,routine_deviation,performance_change,schedule_change,recovery_change
P-000855,2025-08-01,8,-0.034,-0.1,-0.074,-0.163,0.353,-0.068,0.669,-0.442
P-000855,2025-09-01,9,-0.0,-0.1,0.268,-0.161,0.294,-0.007,0.541,-0.702
P-000855,2025-10-01,10,-0.0,-0.1,-0.829,0.344,0.332,0.056,0.217,0.103
P-000855,2025-11-01,11,-0.165,0.2,0.237,0.031,0.138,0.109,-0.158,0.286
P-000855,2025-12-01,12,-0.003,-0.1,0.229,-0.153,0.131,0.03,0.066,0.166
P-000856,2025-01-01,1,-0.141,-0.1,-0.18,-0.013,0.114,-0.177,-0.023,0.142
P-000856,2025-02-01,2,-0.023,0.2,-0.324,0.097,0.198,0.03,-0.068,0.118
P-000856,2025-03-01,3,-0.014,-0.1,0.362,-0.124,0.132,-0.075,-0.003,0.359
P-000856,2025-04-01,4,-0.0,0.2,0.037,-0.027,0.112,-0.095,-0.02,0.046
P-000856,2025-05-01,5,-0.025,-0.1,-0.079,-0.079,0.088,-0.047,0.125,0.012
P-000856,2025-06-01,6,-0.0,-0.1,-0.249,0.13,0.207,0.122,-0.189,0.15
P-000856,2025-07-01,7,-0.0,-0.1,0.469,0.188,0.096,-0.009,-0.02,0.115
P-000856,2025-08-01,8,-0.0,-0.1,-0.175,-0.267,0.131,-0.107,0.05,-0.033
P-000856,2025-09-01,9,-0.133,0.2,0.129,0.022,0.201,-0.045,0.161,0.092
P-000856,2025-10-01,10,-0.183,-0.1,0.35,0.283,0.135,-0.021,0.061,0.256
P-000856,2025-11-01,11,-0.0,0.2,-0.377,-0.163,0.176,0.115,-0.022,0.186
P-000856,2025-12-01,12,-0.0,-0.1,0.271,0.104,0.031,-0.009,-0.005,0.04
P-000857,2025-01-01,1,-0.207,-0.1,-0.37,0.003,0.118,-0.019,-0.049,0.044
P-000857,2025-02-01,2,-0.027,-0.1,0.144,-0.334,0.092,-0.178,0.088,0.209
P-000857,2025-03-01,3,-0.023,-0.1,-0.002,0.461,0.144,0.319,-0.165,0.018
P-000857,2025-04-01,4,-0.055,-0.1,2.33,-0.256,0.537,-0.404,0.536,-0.498
P-000857,2025-05-01,5,-0.026,-0.1,-0.009,-0.235,0.407,0.013,0.778,-0.278
P-000857,2025-06-01,6,-0.0,-0.1,0.193,0.639,0.427,0.151,0.728,-0.637
P-000857,2025-07-01,7,-0.0,-0.1,-0.088,-0.19,0.462,-0.032,0.849,-0.395
P-000857,2025-08-01,8,-0.003,-0.1,-0.056,0.094,0.356,0.178,0.648,-0.464
P-000857,2025-09-01,9,-0.0,0.2,-0.657,0.171,0.162,0.024,-0.003,0.023
P-000857,2025-10-01,10,-0.0,-0.1,-0.295,0.071,0.18,0.141,-0.084,0.249
P-000857,2025-11-01,11,-0.014,-0.1,-0.059,0.059,0.034,0.056,0.032,0.276
P-000857,2025-12-01,12,-0.054,-0.1,0.068,-0.006,0.201,0.055,0.195,0.192
P-000858,2025-01-01,1,-0.028,0.2,-0.247,-0.007,0.075,-0.023,0.077,0.024
P-000858,2025-02-01,2,-0.032,-0.1,-0.196,0.034,0.107,0.116,0.154,0.203
P-000858,2025-03-01,3,-0.047,-0.1,4.206,-0.316,0.572,-0.262,0.824,-0.605
P-000858,2025-04-01,4,-0.0,-0.1,-0.181,0.204,0.424,0.04,0.706,-0.495
P-000858,2025-05-01,5,-0.009,-0.1,-0.018,-0.158,0.416,0.013,0.863,-0.573
P-000858,2025-06-01,6,-0.0,0.2,-0.042,0.23,0.281,0.28,0.563,-0.668
P-000858,2025-07-01,7,-0.067,-0.1,0.081,-0.196,0.373,-0.053,0.779,-0.485
P-000858,2025-08-01,8,-0.0,-0.1,-0.021,0.003,0.32,-0.216,0.532,-0.546
P-000858,2025-09-01,9,-0.005,-0.1,-0.003,-0.212,0.305,-0.19,0.508,-0.392
P-000858,2025-10-01,10,-0.0,-0.1,-0.686,0.062,0.138,0.14,-0.009,0.062
P-000858,2025-11-01,11,-0.074,0.2,0.099,0.331,0.1,0.045,0.024,0.005
P-000858,2025-12-01,12,-0.0,-0.1,-0.085,0.126,0.068,0.112,-0.075,0.085
P-000859,2025-01-01,1,-0.015,0.2,-0.594,-0.083,0.039,0.118,0.034,0.25
P-000859,2025-02-01,2,-0.143,-0.1,1.467,-0.035,0.191,-0.168,0.096,0.021
P-000859,2025-03-01,3,-0.0,0.2,-0.137,-0.119,0.11,0.034,-0.008,0.171
P-000859,2025-04-01,4,-0.05,-0.1,-0.295,0.235,0.114,0.046,0.089,0.179
P-000859,2025-05-01,5,-0.0,-0.1,0.443,0.131,0.108,0.055,-0.065,0.137
P-000859,2025-06-01,6,-0.0,-0.1,-0.325,-0.083,0.124,0.19,-0.008,0.289
P-000859,2025-07-01,7,-0.0,-0.1,0.278,-0.088,0.099,-0.054,0.071,0.295
P-000859,2025-08-01,8,-0.005,0.2,-0.143,0.053,0.172,-0.224,0.06,0.219
P-000859,2025-09-01,9,-0.0,-0.1,-0.315,0.163,0.037,0.143,0.035,0.157
P-000859,2025-10-01,10,-0.099,0.2,0.749,-0.188,0.099,-0.048,0.04,0.028
P-000859,2025-11-01,11,-0.07,-0.1,0.245,0.088,0.172,0.041,-0.037,0.17
P-000859,2025-12-01,12,-0.0,-0.1,-0.396,-0.037,0.069,0.064,-0.113,0.385
P-000860,2025-01-01,1,-0.083,-0.1,-0.272,0.126,0.088,0.179,-0.053,0.089
P-000860,2025-02-01,2,-0.068,0.2,0.249,-0.178,0.094,-0.078,0.089,0.214
P-000860,2025-03-01,3,-0.011,-0.1,-0.341,0.037,0.056,0.004,-0.003,0.306
P-000860,2025-04-01,4,-0.021,-0.1,-0.265,0.196,0.053,0.176,0.012,0.329
P-000860,2025-05-01,5,-0.082,-0.1,0.337,-0.112,0.067,-0.112,0.097,0.202
P-000860,2025-06-01,6,-0.051,0.2,0.259,-0.027,0.166,0.05,-0.017,0.212
P-000860,2025-07-01,7,-0.043,-0.1,-0.037,0.046,0.131,0.0,-0.026,0.175
P-000860,2025-08-01,8,-0.0,0.2,-0.022,0.146,0.2,0.02,-0.1,0.126
P-000860,2025-09-01,9,-0.0,-0.1,0.061,-0.094,0.122,-0.086,0.175,0.031
P-000860,2025-10-01,10,-0.085,-0.1,-0.027,-0.042,0.117,-0.107,0.048,0.121
P-000860,2025-11-01,11,-0.0,0.2,-0.061,-0.282,0.123,-0.328,-0.134,0.081
P-000860,2025-12-01,12,-0.08,-0.1,-0.26,0.3,0.159,0.008,-0.118,0.211
P-000861,2025-01-01,1,-0.161,0.2,-0.258,-0.061,0.037,-0.205,0.001,0.187
P-000861,2025-02-01,2,-0.029,-0.1,0.007,-0.104,0.214,-0.145,-0.168,0.08
P-000861,2025-03-01,3,-0.12,0.2,-0.01,0.444,0.056,0.17,0.064,0.163
P-000861,2025-04-01,4,-0.077,-0.1,0.472,-0.28,0.035,-0.242,-0.036,0.335
P-000861,2025-05-01,5,-0.062,-0.1,-0.513,0.188,0.15,-0.166,-0.085,-0.047
P-000861,2025-06-01,6,-0.0,0.2,0.712,0.119,0.203,0.064,-0.1,-0.044
P-000861,2025-07-01,7,-0.02,-0.1,-0.251,-0.164,0.059,0.136,-0.037,0.241
P-000861,2025-08-01,8,-0.0,-0.1,-0.463,0.008,0.139,0.021,0.064,0.322
P-000861,2025-09-01,9,-0.049,0.2,1.135,0.065,0.153,-0.172,0.099,0.287
P-000861,2025-10-01,10,-0.0,-0.1,-0.166,-0.277,0.219,-0.044,-0.168,0.365
P-000861,2025-11-01,11,-0.0,0.2,-0.089,0.398,0.09,0.086,-0.118,0.19
P-000861,2025-12-01,12,-0.095,-0.1,-0.378,-0.072,0.109,-0.181,0.019,0.367
P-000862,2025-01-01,1,-0.066,0.2,-0.28,-0.03,0.126,-0.012,-0.007,0.081
P-000862,2025-02-01,2,-0.029,-0.1,0.02,0.15,0.188,0.095,-0.035,0.235
P-000862,2025-03-01,3,-0.048,-0.1,-0.013,-0.061,0.068,0.002,-0.016,0.053
P-000862,2025-04-01,4,-0.042,-0.1,-0.405,-0.021,0.17,0.12,-0.111,0.277
P-000862,2025-05-01,5,-0.155,-0.1,0.692,-0.067,0.073,0.041,0.013,0.089
P-000862,2025-06-01,6,-0.052,0.2,-0.035,-0.076,0.187,-0.111,-0.112,0.201
P-000862,2025-07-01,7,-0.108,-0.1,-0.17,0.267,0.028,0.062,-0.031,0.077
P-000862,2025-08-01,8,-0.0,-0.1,0.093,-0.157,0.11,-0.088,-0.094,0.26
P-000862,2025-09-01,9,-0.0,-0.1,0.422,0.124,0.176,0.033,-0.045,-0.026
P-000862,2025-10-01,10,-0.0,-0.1,-0.323,-0.195,0.168,0.085,0.036,0.133
P-000862,2025-11-01,11,-0.0,-0.1,0.049,0.076,0.158,0.115,0.026,0.189
P-000862,2025-12-01,12,-0.0,-0.1,0.014,0.07,0.177,0.049,-0.027,0.308
P-000863,2025-01-01,1,-0.025,-0.1,-0.597,-0.123,0.13,-0.167,-0.014,0.247
P-000863,2025-02-01,2,-0.007,0.2,0.903,0.16,0.088,0.218,-0.036,0.249
P-000863,2025-03-01,3,-0.102,-0.1,-0.168,-0.071,0.146,-0.073,0.043,0.268
P-000863,2025-04-01,4,-0.132,-0.1,2.861,-0.069,0.505,-0.03,0.715,-0.67
P-000863,2025-05-01,5,-0.032,-0.1,0.187,0.088,0.497,0.11,0.869,-0.862
P-000863,2025-06-01,6,-0.0,-0.1,0.004,-0.251,0.499,-0.11,1.051,-0.6
P-000863,2025-07-01,7,-0.078,-0.1,-0.084,-0.063,0.403,-0.14,0.805,-0.603
P-000863,2025-08-01,8,-0.075,-0.1,0.103,-0.006,0.364,0.201,0.806,-0.847
P-000863,2025-09-01,9,-0.11,-0.1,-0.781,0.337,0.225,0.126,-0.033,0.176
P-000863,2025-10-01,10,-0.0,-0.1,0.082,-0.071,0.129,0.042,0.094,-0.014
P-000863,2025-11-01,11,-0.007,0.2,0.0,0.09,0.154,-0.151,-0.154,0.369
P-000863,2025-12-01,12,-0.0,-0.1,-0.427,-0.33,0.092,-0.045,-0.083,0.27
P-000864,2025-01-01,1,-0.0,-0.1,-0.366,0.136,0.073,0.022,-0.057,0.099
P-000864,2025-02-01,2,-0.051,0.2,-0.09,0.082,0.023,-0.033,-0.022,-0.025
P-000864,2025-03-01,3,-0.0,-0.1,0.031,-0.151,0.114,-0.104,0.087,0.085
P-000864,2025-04-01,4,-0.049,-0.1,2.838,-0.127,0.48,0.041,0.583,-0.554
P-000864,2025-05-01,5,-0.017,-0.1,0.181,-0.306,0.396,-0.1,0.866,-0.621
P-000864,2025-06-01,6,-0.0,-0.1,0.013,0.516,0.428,0.27,0.738,-0.557
P-000864,2025-07-01,7,-0.0,-0.1,-0.12,0.071,0.252,0.068,0.527,-0.565
P-000864,2025-08-01,8,-0.196,-0.1,-0.064,-0.288,0.322,-0.163,0.463,-0.599
P-000864,2025-09-01,9,-0.007,0.2,-0.613,-0.151,0.1,-0.046,-0.03,0.168
P-000864,2025-10-01,10,-0.11,-0.1,0.087,0.587,0.099,0.161,0.094,0.033
P-000864,2025-11-01,11,-0.005,0.2,-0.313,-0.018,0.145,0.113,-0.08,0.187
P-000864,2025-12-01,12,-0.064,-0.1,-0.251,0.11,0.06,0.236,0.061,0.315
P-000865,2025-01-01,1,-0.095,0.2,-0.414,-0.087,0.032,-0.046,-0.043,0.176
P-000865,2025-02-01,2,-0.0,-0.1,-0.162,0.099,0.17,-0.069,0.053,0.307
P-000865,2025-03-01,3,-0.013,0.2,0.769,-0.21,0.134,-0.108,-0.185,0.245
P-000865,2025-04-01,4,-0.01,-0.1,0.027,0.038,0.095,-0.066,-0.006,0.101
P-000865,2025-05-01,5,-0.0,-0.1,-0.431,0.125,0.082,0.135,-0.034,0.114
P-000865,2025-06-01,6,-0.124,-0.1,4.266,-0.064,0.582,-0.145,0.703,-0.633
P-000865,2025-07-01,7,-0.194,-0.1,0.22,-0.307,0.52,-0.174,0.926,-0.816
P-000865,2025-08-01,8,-0.0,0.2,-0.73,0.508,0.216,0.056,-0.207,-0.038
P-000865,2025-09-01,9,-0.0,-0.1,-0.372,0.081,0.085,-0.043,0.052,0.187
P-000865,2025-10-01,10,-0.037,-0.1,-0.286,-0.021,0.07,0.004,-0.029,0.211
P-000865,2025-11-01,11,-0.0,0.2,1.145,-0.143,0.197,-0.022,-0.161,0.066
P-000865,2025-12-01,12,-0.0,-0.1,-0.392,0.327,0.149,-0.097,0.076,0.297
P-000866,2025-01-01,1,-0.13,-0.1,-0.228,-0.094,0.116,-0.051,0.068,0.281
P-000866,2025-02-01,2,-0.079,-0.1,-0.384,0.031,0.113,-0.119,-0.142,0.223
P-000866,2025-03-01,3,-0.054,0.2,0.483,0.105,0.048,0.295,0.023,0.117
P-000866,2025-04-01,4,-0.0,-0.1,0.062,-0.039,0.059,-0.114,-0.042,0.194
P-000866,2025-05-01,5,-0.0,-0.1,-0.115,-0.03,0.055,-0.063,-0.021,0.113
P-000866,2025-06-01,6,-0.0,0.2,-0.218,-0.087,0.116,-0.025,0.121,0.063
P-000866,2025-07-01,7,-0.0,-0.1,0.052,0.176,0.132,0.122,0.023,0.197
P-000866,2025-08-01,8,-0.0,-0.1,-0.024,-0.032,0.112,0.01,-0.093,0.173
P-000866,2025-09-01,9,-0.0,-0.1,0.247,0.044,0.15,0.055,-0.088,0.14
P-000866,2025-10-01,10,-0.0,0.2,0.059,0.025,0.066,-0.009,-0.017,0.197
P-000866,2025-11-01,11,-0.0,-0.1,0.153,-0.289,0.091,-0.137,-0.037,-0.021
P-000866,2025-12-01,12,-0.0,-0.1,-0.645,0.599,0.143,0.036,-0.062,0.125
P-000867,2025-01-01,1,-0.074,-0.1,-0.309,-0.174,0.205,-0.114,-0.195,0.241
P-000867,2025-02-01,2,-0.0,0.2,-0.413,0.287,0.066,0.296,0.124,0.43
P-000867,2025-03-01,3,-0.0,-0.1,5.456,-0.177,0.425,-0.046,0.562,-0.526
P-000867,2025-04-01,4,-0.018,-0.1,0.159,-0.261,0.324,-0.103,0.669,-0.513
P-000867,2025-05-01,5,-0.0,-0.1,0.015,-0.019,0.367,0.008,0.766,-0.483
P-000867,2025-06-01,6,-0.02,-0.1,-0.083,0.043,0.504,0.181,0.94,-0.54
P-000867,2025-07-01,7,-0.071,-0.1,0.157,-0.148,0.501,0.088,0.816,-0.544
P-000867,2025-08-01,8,-0.0,-0.1,-0.247,0.215,0.365,0.105,0.699,-0.434
P-000867,2025-09-01,9,-0.064,-0.1,0.107,-0.153,0.396,-0.156,0.823,-0.482
P-000867,2025-10-01,10,-0.009,0.2,-0.713,0.34,0.108,0.213,0.037,0.244
P-000867,2025-11-01,11,-0.15,-0.1,-0.15,0.059,0.215,0.079,0.188,0.201
P-000867,2025-12-01,12,-0.0,-0.1,0.204,-0.124,0.12,-0.042,0.111,0.161
P-000868,2025-01-01,1,-0.0,0.2,-0.241,-0.083,0.106,-0.218,-0.016,0.205
P-000868,2025-02-01,2,-0.049,-0.1,0.161,-0.054,0.081,-0.037,-0.163,0.276
P-000868,2025-03-01,3,-0.031,-0.1,-0.351,0.229,0.151,-0.143,0.096,0.343
P-000868,2025-04-01,4,-0.0,-0.1,0.598,-0.162,0.116,-0.069,-0.046,0.104
P-000868,2025-05-01,5,-0.0,0.2,-0.221,-0.01,0.16,-0.089,-0.002,0.222
P-000868,2025-06-01,6,-0.0,-0.1,-0.344,0.117,0.108,0.233,0.016,0.213
P-000868,2025-07-01,7,-0.0,-0.1,0.676,-0.056,0.183,0.118,0.199,0.124
P-000868,2025-08-01,8,-0.148,0.2,-0.082,0.102,0.211,0.005,-0.154,0.297
P-000868,2025-09-01,9,-0.0,-0.1,-0.225,0.066,0.13,-0.023,-0.117,0.1
P-000868,2025-10-01,10,-0.118,0.2,0.311,-0.286,0.095,-0.078,0.114,0.199
P-000868,2025-11-01,11,-0.0,-0.1,-0.001,0.301,0.153,0.144,-0.069,-0.153
P-000868,2025-12-01,12,-0.0,-0.1,0.034,-0.067,0.052,0.023,0.094,0.244
P-000869,2025-01-01,1,-0.198,-0.1,-0.422,-0.229,0.125,-0.086,-0.029,0.264
P-000869,2025-02-01,2,-0.0,0.2,0.098,-0.192,0.138,-0.164,-0.128,0.267
P-000869,2025-03-01,3,-0.0,-0.1,-0.153,0.707,0.122,0.121,-0.094,0.145
P-000869,2025-04-01,4,-0.032,-0.1,-0.242,-0.146,0.168,-0.034,-0.198,0.415
P-000869,2025-05-01,5,-0.0,0.2,0.701,-0.13,0.191,0.109,-0.108,0.224
P-000869,2025-06-01,6,-0.029,-0.1,3.217,0.02,0.455,-0.159,0.799,-0.639
P-000869,2025-07-01,7,-0.0,-0.1,-0.025,-0.208,0.485,-0.026,0.871,-0.771
P-000869,2025-08-01,8,-0.008,0.2,-0.694,0.914,0.158,0.378,-0.017,0.253
P-000869,2025-09-01,9,-0.0,-0.1,-0.184,-0.366,0.166,-0.167,-0.055,0.253
P-000869,2025-10-01,10,-0.028,-0.1,0.167,0.188,0.123,-0.104,0.032,0.113
P-000869,2025-11-01,11,-0.016,-0.1,-0.209,0.147,0.135,0.027,0.03,0.104
P-000869,2025-12-01,12,-0.0,-0.1,0.513,-0.259,0.088,-0.05,0.154,0.255
P-000870,2025-01-01,1,-0.0,-0.1,-0.504,0.088,0.107,0.191,-0.102,0.186
P-000870,2025-02-01,2,-0.0,-0.1,0.803,-0.064,0.117,-0.037,0.053,0.269
P-000870,2025-03-01,3,-0.0,0.2,-0.479,-0.101,0.046,0.011,0.012,0.408
P-000870,2025-04-01,4,-0.084,-0.1,4.207,-0.064,0.439,-0.003,0.541,-0.587
P-000870,2025-05-01,5,-0.108,-0.1,0.344,-0.297,0.514,-0.186,1.011,-0.839
P-000870,2025-06-01,6,-0.029,-0.1,-0.239,0.417,0.367,0.071,0.8,-0.401
P-000870,2025-07-01,7,-0.046,-0.1,-0.005,-0.409,0.42,-0.185,0.676,-0.573
P-000870,2025-08-01,8,-0.008,-0.1,0.058,0.779,0.515,0.183,0.988,-0.48
P-000870,2025-09-01,9,-0.0,0.2,-0.873,0.188,0.232,0.289,-0.052,0.083
P-000870,2025-10-01,10,-0.173,-0.1,1.166,-0.152,0.197,-0.045,0.072,0.421
P-000870,2025-11-01,11,-0.075,-0.1,0.32,0.05,0.159,-0.025,-0.051,0.047
P-000870,2025-12-01,12,-0.0,-0.1,-0.321,-0.055,0.163,-0.189,-0.053,0.241
P-000871,2025-01-01,1,-0.0,-0.1,-0.418,-0.048,0.206,-0.123,-0.163,0.067
P-000871,2025-02-01,2,-0.0,-0.1,0.591,-0.026,0.081,-0.118,0.03,0.131
P-000871,2025-03-01,3,-0.0,-0.1,1.35,-0.293,0.38,0.053,0.647,-0.54
P-000871,2025-04-01,4,-0.008,-0.1,0.147,0.366,0.489,0.052,0.773,-0.62
P-000871,2025-05-01,5,-0.0,0.2,0.034,0.04,0.352,0.053,0.808,-0.577
P-000871,2025-06-01,6,-0.004,-0.1,-0.037,-0.4,0.368,-0.11,0.597,-0.323
P-000871,2025-07-01,7,-0.03,-0.1,-0.01,0.589,0.233,0.274,0.5,-0.516
P-000871,2025-08-01,8,-0.088,-0.1,0.164,-0.227,0.387,-0.003,0.9,-0.853
P-000871,2025-09-01,9,-0.0,-0.1,-0.024,-0.074,0.202,-0.025,0.421,-0.481
P-000871,2025-10-01,10,-0.0,-0.1,-0.794,0.465,0.281,0.089,0.132,0.273
P-000871,2025-11-01,11,-0.088,0.2,-0.197,0.11,0.109,-0.034,0.035,0.123
P-000871,2025-12-01,12,-0.051,-0.1,0.607,-0.028,0.211,-0.073,-0.184,0.04
P-000872,2025-01-01,1,-0.0,-0.1,-0.394,0.13,0.048,-0.034,-0.056,0.249
P-000872,2025-02-01,2,-0.0,-0.1,-0.1,0.019,0.175,-0.14,-0.083,0.031
P-000872,2025-03-01,3,-0.026,-0.1,-0.0,-0.117,0.039,-0.161,0.021,0.176
P-000872,2025-04-01,4,-0.017,0.2,0.363,-0.025,0.097,0.021,-0.077,0.111
P-000872,2025-05-01,5,-0.039,-0.1,1.483,-0.158,0.241,-0.004,0.247,-0.661
P-000872,2025-06-01,6,-0.067,-0.1,-0.551,0.331,0.225,0.105,-0.076,0.194
P-000872,2025-07-01,7,-0.0,-0.1,0.078,-0.096,0.158,-0.079,0.139,0.301
P-000872,2025-08-01,8,-0.043,-0.1,-0.151,-0.113,0.056,0.093,-0.047,0.217
P-000872,2025-09-01,9,-0.094,-0.1,-0.168,0.017,0.108,0.167,-0.153,0.22
P-000872,2025-10-01,10,-0.0,-0.1,-0.015,0.088,0.143,0.196,-0.095,0.082
P-000872,2025-11-01,11,-0.083,-0.1,-0.147,-0.05,0.049,0.173,-0.104,0.218
P-000872,2025-12-01,12,-0.014,-0.1,0.376,-0.095,0.079,-0.08,0.055,0.391
P-000873,2025-01-01,1,-0.13,-0.1,-0.573,-0.017,0.19,0.066,-0.125,0.107
P-000873,2025-02-01,2,-0.0,-0.1,0.201,-0.236,0.108,0.053,-0.086,0.196
P-000873,2025-03-01,3,-0.216,-0.1,4.133,-0.192,0.517,-0.283,0.881,-0.601
P-000873,2025-04-01,4,-0.083,-0.1,0.127,0.37,0.531,0.089,0.918,-0.471
P-000873,2025-05-01,5,-0.044,-0.1,-0.054,-0.012,0.316,0.055,0.567,-0.606
P-000873,2025-06-01,6,-0.09,-0.1,-0.141,0.117,0.322,-0.006,0.574,-0.526
P-000873,2025-07-01,7,-0.0,-0.1,0.149,-0.397,0.538,-0.225,1.047,-0.582
P-000873,2025-08-01,8,-0.0,0.2,-0.12,0.083,0.343,0.092,0.716,-0.688
P-000873,2025-09-01,9,-0.0,-0.1,0.019,0.33,0.382,0.163,0.756,-0.537
P-000873,2025-10-01,10,-0.0,-0.1,-0.732,0.1,0.306,0.082,0.185,0.078
P-000873,2025-11-01,11,-0.0,0.2,0.248,0.061,0.224,0.018,-0.184,0.123
P-000873,2025-12-01,12,-0.0,-0.1,-0.377,-0.268,0.182,-0.131,-0.043,0.028
P-000874,2025-01-01,1,-0.0,-0.1,-0.466,0.013,0.116,0.154,-0.108,0.126
P-000874,2025-02-01,2,-0.0,0.2,0.014,-0.13,0.067,0.064,-0.065,0.321
P-000874,2025-03-01,3,-0.049,-0.1,0.292,0.284,0.142,0.012,-0.042,0.169
P-000874,2025-04-01,4,-0.17,-0.1,2.648,-0.472,0.507,-0.032,0.627,-0.509
P-000874,2025-05-01,5,-0.0,-0.1,0.019,0.18,0.325,-0.094,0.738,-0.625
P-000874,2025-06-01,6,-0.047,-0.1,0.137,-0.191,0.422,-0.102,0.912,-0.603
P-000874,2025-07-01,7,-0.025,-0.1,-0.254,0.522,0.339,0.275,0.633,-0.53
P-000874,2025-08-01,8,-0.079,-0.1,0.073,-0.133,0.345,-0.114,0.603,-0.706
P-000874,2025-09-01,9,-0.032,-0.1,-0.825,0.13,0.214,0.11,0.063,0.186
P-000874,2025-10-01,10,-0.0,0.2,0.722,0.129,0.123,0.252,-0.155,0.202
P-000874,2025-11-01,11,-0.055,-0.1,-0.223,-0.052,0.125,0.122,0.018,0.359
P-000874,2025-12-01,12,-0.0,-0.1,0.135,-0.126,0.142,-0.07,-0.026,0.254
P-000875,2025-01-01,1,-0.0,0.2,-0.236,0.113,0.183,0.014,-0.062,0.106
P-000875,2025-02-01,2,-0.0,-0.1,-0.11,-0.089,0.107,0.078,-0.01,0.211
P-000875,2025-03-01,3,-0.036,-0.1,0.295,-0.301,0.128,0.063,0.014,0.021
P-000875,2025-04-01,4,-0.0,-0.1,-0.268,0.447,0.128,0.043,0.048,0.215
P-000875,2025-05-01,5,-0.032,0.2,-0.234,-0.04,0.151,-0.111,0.0,0.292
P-000875,2025-06-01,6,-0.043,-0.1,0.337,-0.042,0.14,-0.15,-0.104,0.198
P-000875,2025-07-01,7,-0.029,-0.1,0.069,-0.162,0.117,-0.039,0.025,0.063
P-000875,2025-08-01,8,-0.0,0.2,-0.264,0.112,0.18,-0.037,0.156,0.164
P-000875,2025-09-01,9,-0.049,-0.1,-0.042,0.035,0.104,-0.051,-0.127,0.356
P-000875,2025-10-01,10,-0.05,-0.1,0.684,-0.203,0.172,-0.107,-0.07,0.041
P-000875,2025-11-01,11,-0.183,-0.1,-0.072,0.55,0.132,0.159,0.077,0.219
P-000875,2025-12-01,12,-0.067,-0.1,-0.055,-0.401,0.253,-0.356,-0.164,0.233
P-000876,2025-01-01,1,-0.173,-0.1,-0.2,-0.003,0.049,-0.155,0.01,0.126
P-000876,2025-02-01,2,-0.0,0.2,0.036,-0.049,0.171,0.151,0.088,0.135
P-000876,2025-03-01,3,-0.0,-0.1,-0.31,-0.008,0.081,0.058,-0.093,0.23
P-000876,2025-04-01,4,-0.0,0.2,-0.128,0.147,0.171,-0.204,-0.132,0.273
P-000876,2025-05-01,5,-0.0,-0.1,0.091,-0.052,0.069,0.015,0.014,0.204
P-000876,2025-06-01,6,-0.128,-0.1,0.185,-0.049,0.095,0.059,0.03,-0.015
P-000876,2025-07-01,7,-0.101,-0.1,0.138,-0.231,0.117,-0.114,-0.177,-0.121
P-000876,2025-08-01,8,-0.096,-0.1,0.043,0.243,0.145,0.023,0.204,0.149
P-000876,2025-09-01,9,-0.0,-0.1,-0.086,0.212,0.068,0.084,0.099,0.096
P-000876,2025-10-01,10,-0.106,-0.1,-0.1,-0.146,0.176,-0.087,-0.109,0.228
P-000876,2025-11-01,11,-0.011,-0.1,0.471,-0.03,0.078,-0.156,0.172,0.227
P-000876,2025-12-01,12,-0.0,0.2,-0.575,0.035,0.181,0.003,-0.142,0.133
P-000877,2025-01-01,1,-0.0,0.2,-0.494,-0.095,0.048,0.134,0.075,0.145
P-000877,2025-02-01,2,-0.0,-0.1,0.41,0.071,0.076,-0.05,0.033,0.136
P-000877,2025-03-01,3,-0.0,0.2,-0.375,-0.014,0.12,0.135,-0.129,0.1
P-000877,2025-04-01,4,-0.095,-0.1,3.549,-0.058,0.403,0.014,0.642,-0.626
P-000877,2025-05-01,5,-0.035,-0.1,-0.072,0.031,0.162,0.07,0.284,-0.418
P-000877,2025-06-01,6,-0.0,-0.1,-0.538,-0.078,0.22,-0.088,-0.08,0.182
P-000877,2025-07-01,7,-0.0,-0.1,0.106,0.023,0.144,-0.07,0.133,0.173
P-000877,2025-08-01,8,-0.045,0.2,-0.286,0.178,0.098,0.049,-0.03,0.158
P-000877,2025-09-01,9,-0.0,-0.1,-0.151,0.066,0.115,-0.048,-0.17,0.197
P-000877,2025-10-01,10,-0.017,-0.1,0.094,0.12,0.157,0.009,-0.002,0.351
P-000877,2025-11-01,11,-0.0,-0.1,0.122,-0.161,0.072,-0.029,0.018,0.168
P-000877,2025-12-01,12,-0.012,0.2,0.047,-0.148,0.017,-0.137,0.034,0.064
P-000878,2025-01-01,1,-0.024,0.2,-0.039,-0.172,0.158,0.088,0.036,0.244
P-000878,2025-02-01,2,-0.0,-0.1,-0.454,0.29,0.097,0.107,-0.027,0.155
P-000878,2025-03-01,3,-0.0,0.2,0.395,0.01,0.168,0.056,0.134,0.193
P-000878,2025-04-01,4,-0.145,-0.1,2.133,-0.135,0.468,0.012,0.611,-0.629
P-000878,2025-05-01,5,-0.0,-0.1,-0.213,0.192,0.191,0.048,0.457,-0.485
P-000878,2025-06-01,6,-0.142,0.2,-0.653,0.026,0.191,-0.255,-0.04,0.102
P-000878,2025-07-01,7,-0.0,-0.1,0.301,-0.105,0.108,-0.068,0.011,0.26
P-000878,2025-08-01,8,-0.0,0.2,-0.32,0.123,0.075,0.101,0.069,0.299
P-000878,2025-09-01,9,-0.0,-0.1,0.056,-0.143,0.191,0.053,-0.154,0.343
