personnel_id,date,month_idx,duty_hours,overtime_hours,night_shifts,consecutive_duty_days,rest_hours,workload_score,operational_intensity,schedule_irregularity,sleep_quality,fatigue_level,work_stress,mood_wellbeing,work_life_balance,job_satisfaction,recovery_quality,self_reported_strain,checkin_completion,attendance_change,leave_frequency_change,workload_change,sleep_change,routine_deviation,performance_change,schedule_change,recovery_change,is_deployed,dep_duration_days,dep_intensity,dep_hardship,dep_recovery_required,dep_type,dep_location,took_leave,leave_duration_days,leave_type,days_since_prev_leave,original_ref_id,age,gender,department,job_role,job_level,education_level,education_field,marital_status,distance_from_home,business_travel,overtime_eligible,total_working_years,years_in_service,years_in_current_role,years_since_last_promotion,years_with_curr_supervisor,baseline_env_satisfaction,baseline_job_satisfaction,baseline_job_involvement,baseline_work_life_balance,baseline_rel_satisfaction,performance_rating,training_times_last_year,monthly_income,percent_salary_hike,num_prior_organizations,hr_attrition_historical,baseline_available,history_periods_count,duty_hours_personal_mean,duty_hours_personal_std,duty_hours_personal_median,duty_hours_delta_vs_baseline,duty_hours_pct_change_vs_baseline,duty_hours_zscore_vs_baseline,duty_hours_lag1_diff,overtime_hours_personal_mean,overtime_hours_personal_std,overtime_hours_personal_median,overtime_hours_delta_vs_baseline,overtime_hours_pct_change_vs_baseline,overtime_hours_zscore_vs_baseline,overtime_hours_lag1_diff,night_shifts_personal_mean,night_shifts_personal_std,night_shifts_personal_median,night_shifts_delta_vs_baseline,night_shifts_pct_change_vs_baseline,night_shifts_zscore_vs_baseline,night_shifts_lag1_diff,consecutive_duty_days_personal_mean,consecutive_duty_days_personal_std,consecutive_duty_days_personal_median,consecutive_duty_days_delta_vs_baseline,consecutive_duty_days_pct_change_vs_baseline,consecutive_duty_days_zscore_vs_baseline,consecutive_duty_days_lag1_diff,rest_hours_personal_mean,rest_hours_personal_std,rest_hours_personal_median,rest_hours_delta_vs_baseline,rest_hours_pct_change_vs_baseline,rest_hours_zscore_vs_baseline,rest_hours_lag1_diff,workload_score_personal_mean,workload_score_personal_std,workload_score_personal_median,workload_score_delta_vs_baseline,workload_score_pct_change_vs_baseline,workload_score_zscore_vs_baseline,workload_score_lag1_diff,sleep_quality_personal_mean,sleep_quality_personal_std,sleep_quality_personal_median,sleep_quality_delta_vs_baseline,sleep_quality_pct_change_vs_baseline,sleep_quality_zscore_vs_baseline,sleep_quality_lag1_diff,fatigue_level_personal_mean,fatigue_level_personal_std,fatigue_level_personal_median,fatigue_level_delta_vs_baseline,fatigue_level_pct_change_vs_baseline,fatigue_level_zscore_vs_baseline,fatigue_level_lag1_diff,self_reported_strain_personal_mean,self_reported_strain_personal_std,self_reported_strain_personal_median,self_reported_strain_delta_vs_baseline,self_reported_strain_pct_change_vs_baseline,self_reported_strain_zscore_vs_baseline,self_reported_strain_lag1_diff,period_latent_strain_score,period_support_priority,target_support_priority_next_month,target_support_score_next_month,data_completeness
P-000936,2025-03-01,3,168.3,12.4,3,5,94.3,21.2,2,1.0,3.7,1.6,2.0,4.0,3.7,4.2,3.7,1.4,True,-0.063,-0.1,-0.162,-0.141,0.085,-0.097,-0.143,0.207,0,0,1,1,False,None,Base,0,0,None,249,RM465,37,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Single,1,Travel_Rarely,No,12,6,5,1,2.0,2,4,3,4,4,3,3,7491,17,4,No,False,2,165.5,10.61,165.5,2.8,1.69,0.26,-4.7,7.05,4.45,7.05,5.35,75.89,1.2,2.2,2.0,2.83,2.0,1.0,50.0,0.35,-1.0,4.0,0.5,4.0,1.0,25.0,2.0,1.0,89.15,10.25,89.15,5.15,5.78,0.5,12.4,17.4,11.17,17.4,3.8,21.84,0.34,-4.1,3.6,1.0,3.6,0.1,2.78,0.1,0.0,1.6,1.0,1.6,0.0,0.0,0.0,0.0,1.7,1.0,1.7,-0.3,-17.65,-0.3,0.0,28.4,GREEN,GREEN,24.9,1.0
P-000936,2025-04-01,4,176.4,1.3,1,5,96.5,16.8,2,1.42,4.4,1.1,2.3,4.0,3.8,3.6,4.4,1.6,True,-0.01,-0.1,-0.211,0.191,0.035,0.133,-0.021,0.256,0,0,1,1,False,None,Base,0,0,None,249,RM465,37,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Single,1,Travel_Rarely,No,12,6,5,1,2.0,2,4,3,4,4,3,3,7491,17,4,No,True,3,166.43,7.67,168.3,9.97,5.99,1.3,8.1,8.83,4.41,10.2,-7.53,-85.28,-1.71,-11.1,2.33,2.08,3.0,-1.33,-57.14,-0.64,-2.0,4.33,0.58,4.0,0.67,15.38,1.15,0.0,90.87,7.84,94.3,5.63,6.2,0.72,2.2,18.67,8.2,21.2,-1.87,-10.0,-0.23,-4.4,3.65,0.5,3.65,0.75,20.55,1.5,0.7,1.6,0.5,1.6,-0.5,-31.25,-1.0,-0.5,1.55,0.5,1.55,0.05,3.23,0.1,0.2,24.9,GREEN,GREEN,30.1,1.0
P-000936,2025-05-01,5,174.0,8.2,1,7,93.2,19.8,3,1.05,4.2,1.6,1.7,4.4,4.2,3.7,4.3,1.3,True,-0.0,-0.1,0.181,-0.045,0.072,0.03,-0.129,0.183,1,25,3,1,False,Routine,Semi-Urban Outpost,0,0,None,249,RM465,37,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Single,1,Travel_Rarely,No,12,6,5,1,2.0,2,4,3,4,4,3,3,7491,17,4,No,True,4,168.92,8.0,170.65,5.07,3.0,0.63,-2.4,6.95,5.21,7.05,1.25,17.99,0.24,6.9,2.0,1.83,2.0,-1.0,-50.0,-0.55,0.0,4.5,0.58,4.5,2.5,55.55,4.0,2.0,92.28,6.99,95.35,0.92,1.0,0.13,-3.3,18.2,6.76,19.0,1.6,8.79,0.24,3.0,3.9,0.5,3.7,0.3,7.69,0.6,-0.2,1.43,0.5,1.6,0.17,11.63,0.33,0.5,1.57,0.5,1.6,-0.27,-17.02,-0.53,-0.3,30.1,GREEN,GREEN,29.6,1.0
P-000936,2025-06-01,6,169.9,3.6,3,4,91.6,20.3,2,1.95,4.2,1.7,2.0,4.1,3.3,3.3,4.3,2.3,True,-0.051,-0.1,0.027,0.003,0.077,0.042,0.13,0.147,0,0,1,1,False,None,Base,0,0,None,249,RM465,37,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Single,1,Travel_Rarely,No,12,6,5,1,2.0,2,4,3,4,4,3,3,7491,17,4,No,True,5,172.92,3.4,173.5,-3.03,-1.75,-0.89,-4.1,8.02,4.8,9.2,-4.43,-55.14,-0.92,-4.6,2.25,1.5,2.0,0.75,33.33,0.5,2.0,5.25,1.26,5.0,-1.25,-23.81,-0.99,-3.0,91.48,6.53,93.75,0.12,0.14,0.02,-1.6,20.78,3.53,20.5,-0.47,-2.29,-0.13,0.5,4.1,0.5,4.2,0.1,2.44,0.2,0.0,1.43,0.5,1.6,0.27,18.6,0.53,0.1,1.43,0.5,1.4,0.87,60.46,1.73,1.0,29.6,GREEN,GREEN,24.1,1.0
P-000936,2025-07-01,7,167.3,3.9,0,5,93.0,14.2,2,1.65,3.4,2.4,1.0,4.8,3.9,4.1,4.2,1.0,True,-0.029,0.2,-0.301,-0.2,0.028,-0.092,0.042,0.177,0,0,1,1,False,None,Base,1,8,Casual,249,RM465,37,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Single,1,Travel_Rarely,No,12,6,5,1,2.0,2,4,3,4,4,3,3,7491,17,4,No,True,6,172.15,3.71,171.95,-4.85,-2.82,-1.31,-2.6,6.38,4.94,5.9,-2.48,-38.82,-0.5,0.3,2.0,1.15,2.0,-2.0,-100.0,-1.73,-3.0,5.25,1.26,5.0,-0.25,-4.76,-0.2,1.0,93.9,2.06,93.75,-0.9,-0.96,-0.44,1.4,19.53,1.91,20.05,-5.33,-27.27,-2.79,-6.1,4.12,0.5,4.2,-0.73,-17.58,-1.45,-0.8,1.5,0.5,1.6,0.9,60.0,1.8,0.7,1.65,0.5,1.5,-0.65,-39.39,-1.3,-1.3,24.1,GREEN,GREEN,32.1,1.0
P-000936,2025-08-01,8,171.7,6.6,4,5,92.9,23.5,2,1.62,3.8,2.7,1.7,4.7,3.6,4.2,3.6,1.6,True,-0.054,-0.1,0.654,0.116,0.03,0.116,0.034,0.176,0,0,1,1,False,None,Base,0,0,None,249,RM465,37,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Single,1,Travel_Rarely,No,12,6,5,1,2.0,2,4,3,4,4,3,3,7491,17,4,No,True,7,171.9,4.08,171.95,-0.2,-0.12,-0.05,4.4,4.25,2.88,3.75,2.35,55.29,0.82,2.7,1.25,1.26,1.0,2.75,219.98,2.19,4.0,5.25,1.26,5.0,-0.25,-4.76,-0.2,0.0,93.57,2.08,93.1,-0.67,-0.72,-0.33,-0.1,17.77,2.84,18.3,5.73,32.21,2.02,9.3,4.05,0.5,4.2,-0.25,-6.17,-0.5,0.4,1.7,0.54,1.65,1.0,58.82,1.87,0.3,1.55,0.56,1.45,0.05,3.23,0.09,0.6,32.1,GREEN,GREEN,26.2,1.0
P-000936,2025-09-01,9,169.5,8.3,2,5,95.7,18.7,2,1.25,4.0,2.1,1.7,3.8,3.7,3.9,4.1,1.5,True,-0.0,-0.1,-0.206,0.071,0.043,0.012,-0.072,0.237,0,0,1,1,False,None,Base,0,0,None,249,RM465,37,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Single,1,Travel_Rarely,No,12,6,5,1,2.0,2,4,3,4,4,3,3,7491,17,4,No,True,8,170.72,2.83,170.8,-1.22,-0.72,-0.43,-2.2,5.57,2.21,5.25,2.73,48.88,1.23,1.7,2.0,1.83,2.0,0.0,0.0,0.0,-2.0,5.25,1.26,5.0,-0.25,-4.76,-0.2,0.0,92.68,0.73,92.95,3.03,3.26,4.0,2.8,19.45,3.86,20.05,-0.75,-3.86,-0.19,-4.8,3.9,0.5,4.0,0.1,2.56,0.2,0.2,2.1,0.54,2.05,0.0,0.0,0.0,-0.6,1.55,0.56,1.45,-0.05,-3.23,-0.09,-0.1,26.2,GREEN,GREEN,18.0,1.0
P-000936,2025-10-01,10,167.9,7.8,4,4,90.1,21.8,2,1.35,4.1,2.2,2.4,3.7,3.9,4.6,4.1,1.0,True,-0.054,0.2,0.169,0.008,0.026,0.021,-0.042,0.113,0,0,1,1,False,None,Base,1,10,Medical/Authorized,90,RM465,37,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Single,1,Travel_Rarely,No,12,6,5,1,2.0,2,4,3,4,4,3,3,7491,17,4,No,True,9,169.6,1.81,169.7,-1.7,-1.0,-0.94,-1.6,5.6,2.25,5.25,2.2,39.29,0.98,-0.5,2.25,1.71,2.5,1.75,77.77,1.02,2.0,4.75,0.5,5.0,-0.75,-15.79,-1.5,-1.0,93.3,1.72,92.95,-3.2,-3.43,-1.86,-5.6,19.18,3.87,19.5,2.62,13.69,0.68,3.1,3.85,0.5,3.9,0.25,6.49,0.5,0.1,2.22,0.5,2.25,-0.02,-1.12,-0.05,0.1,1.6,0.54,1.55,-0.6,-37.5,-1.12,-0.5,18.0,GREEN,GREEN,20.7,1.0
P-000936,2025-11-01,11,170.1,3.9,2,6,95.4,18.2,2,1.46,,,,,,,,,False,-0.0,-0.1,-0.163,-0.008,0.012,0.025,-0.011,0.231,0,0,1,1,False,None,Base,0,0,None,90,RM465,37,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Single,1,Travel_Rarely,No,12,6,5,1,2.0,2,4,3,4,4,3,3,7491,17,4,No,True,10,169.1,1.97,168.7,1.0,0.59,0.51,2.2,6.65,1.97,7.2,-2.75,-41.35,-1.4,-3.9,2.5,1.91,3.0,-0.5,-20.0,-0.26,-2.0,4.75,0.5,5.0,1.25,26.32,2.5,2.0,92.93,2.29,92.95,2.47,2.66,1.08,5.3,19.55,4.08,20.25,-1.35,-6.91,-0.33,-3.6,3.82,0.5,3.9,,,,0.0,2.35,0.5,2.3,,,,0.0,1.27,0.5,1.25,,,,0.0,20.7,GREEN,GREEN,16.6,0.62
P-000936,2025-12-01,12,167.0,7.7,4,5,88.5,22.4,2,1.33,3.5,1.8,1.8,4.0,4.0,4.8,4.9,1.1,True,-0.0,0.2,0.227,-0.143,0.033,-0.032,-0.047,0.077,0,0,1,1,False,None,Base,1,9,Annual,60,RM465,37,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Single,1,Travel_Rarely,No,12,6,5,1,2.0,2,4,3,4,4,3,3,7491,17,4,No,True,11,169.8,1.57,169.8,-2.8,-1.65,-1.78,-3.1,6.65,1.97,7.2,1.05,15.79,0.53,3.8,3.0,1.15,3.0,1.0,33.33,0.87,2.0,5.0,0.82,5.0,0.0,0.0,0.0,-1.0,93.52,2.61,94.15,-5.03,-5.37,-1.93,-6.9,20.55,2.53,20.25,1.85,9.0,0.73,4.2,3.97,0.5,4.0,-0.47,-11.76,-0.93,0.0,2.33,0.5,2.2,-0.53,-22.86,-1.07,0.0,1.37,0.5,1.5,-0.27,-19.51,-0.53,0.0,16.6,GREEN,,,1.0
P-000937,2025-01-01,1,182.8,3.0,2,5,96.2,21.4,2,1.43,4.5,1.8,1.6,4.1,3.9,4.1,4.2,1.7,True,-0.021,-0.1,-0.286,0.119,0.029,0.147,-0.021,0.249,0,0,1,1,False,None,Base,0,0,None,135,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,False,0,188.77,1.0,188.77,-5.97,-3.16,-4.0,0.0,14.69,1.0,14.69,-11.69,-79.58,-4.0,0.0,3.22,1.0,3.22,-1.22,-37.96,-1.22,0.0,5.72,1.0,5.72,-0.72,-12.58,-0.72,0.0,79.68,1.0,79.68,16.52,20.73,4.0,0.0,35.69,1.0,35.69,-14.29,-40.04,-4.0,0.0,3.7,1.0,3.7,0.8,21.48,0.8,0.0,2.41,1.0,2.41,-0.61,-25.4,-0.61,0.0,2.22,1.0,2.22,-0.52,-23.32,-0.52,0.0,22.2,GREEN,GREEN,23.4,1.0
P-000937,2025-02-01,2,179.0,11.0,1,3,88.4,21.8,2,1.37,3.8,2.2,2.2,4.5,4.1,4.0,3.5,1.5,True,-0.0,-0.1,0.016,-0.142,0.028,-0.009,-0.036,0.075,0,0,1,1,False,None,Base,0,0,None,135,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,False,1,182.8,1.0,182.8,-3.8,-2.08,-3.8,-3.8,3.0,1.0,3.0,8.0,266.66,4.0,8.0,2.0,1.0,2.0,-1.0,-50.0,-1.0,-1.0,5.0,1.0,5.0,-2.0,-40.0,-2.0,-2.0,96.2,1.0,96.2,-7.8,-8.11,-4.0,-7.8,21.4,1.0,21.4,0.4,1.87,0.4,0.4,4.5,1.0,4.5,-0.7,-15.56,-0.7,-0.7,1.8,1.0,1.8,0.4,22.22,0.4,0.4,1.7,1.0,1.7,-0.2,-11.76,-0.2,-0.2,23.4,GREEN,GREEN,22.7,1.0
P-000937,2025-03-01,3,176.4,9.3,2,4,89.0,22.0,2,1.25,4.0,2.1,2.3,4.2,3.8,4.3,4.5,1.0,True,-0.0,0.2,0.012,0.044,0.043,0.02,-0.071,0.089,0,0,1,1,False,None,Base,1,11,Annual,135,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,False,2,180.9,2.69,180.9,-4.5,-2.49,-1.67,-2.6,7.0,5.66,7.0,2.3,32.86,0.41,-1.7,1.5,0.71,1.5,0.5,33.33,0.71,1.0,4.0,1.41,4.0,0.0,0.0,0.0,1.0,92.3,5.52,92.3,-3.3,-3.58,-0.6,0.6,21.6,0.5,21.6,0.4,1.85,0.8,0.2,4.15,0.5,4.15,-0.15,-3.61,-0.3,0.2,2.0,0.5,2.0,0.1,5.0,0.2,-0.1,1.6,0.5,1.6,-0.6,-37.5,-1.2,-0.5,22.7,GREEN,GREEN,19.4,1.0
P-000937,2025-04-01,4,179.1,2.5,0,4,92.8,16.2,2,1.3,3.9,2.0,1.9,4.7,3.3,3.8,4.2,1.0,True,-0.0,-0.1,-0.263,-0.017,0.036,-0.027,-0.057,0.174,0,0,1,1,False,None,Base,0,0,None,135,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,True,3,179.4,3.22,179.0,-0.3,-0.17,-0.09,2.7,7.77,4.21,9.3,-5.27,-67.81,-1.25,-6.8,1.67,0.58,2.0,-1.67,-99.99,-2.89,-2.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,91.2,4.34,89.0,1.6,1.75,0.37,3.8,21.73,0.5,21.8,-5.53,-25.46,-4.0,-5.8,4.1,0.5,4.0,-0.2,-4.88,-0.4,-0.1,2.03,0.5,2.1,-0.03,-1.64,-0.07,-0.1,1.4,0.5,1.5,-0.4,-28.57,-0.8,0.0,19.4,GREEN,GREEN,24.8,1.0
P-000937,2025-05-01,5,188.6,13.6,1,5,94.0,27.3,3,1.7,4.5,1.6,2.3,3.7,3.8,3.5,4.3,1.7,True,-0.042,0.2,0.683,0.131,0.056,0.076,0.058,0.199,1,23,3,2,False,Routine,Urban Base,1,7,Annual,60,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,True,4,179.32,2.63,179.05,9.28,5.17,3.52,9.5,6.45,4.33,6.15,7.15,110.85,1.65,11.1,1.25,0.96,1.5,-0.25,-20.0,-0.26,1.0,4.0,0.82,4.0,1.0,25.0,1.22,1.0,91.6,3.63,90.9,2.4,2.62,0.66,1.2,20.35,2.78,21.6,6.95,34.15,2.5,11.1,4.05,0.5,3.95,0.45,11.11,0.9,0.6,2.02,0.5,2.05,-0.42,-20.99,-0.85,-0.4,1.3,0.5,1.25,0.4,30.77,0.8,0.7,24.8,GREEN,GREEN,16.7,1.0
P-000937,2025-06-01,6,167.9,4.8,2,3,90.7,16.9,2,1.5,3.7,2.2,2.5,4.3,4.3,3.9,4.0,1.9,True,-0.0,-0.1,-0.383,-0.163,0.055,-0.111,-0.001,0.126,0,0,1,1,False,None,Base,0,0,None,60,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,True,5,180.78,5.36,179.05,-12.88,-7.12,-2.4,-20.7,9.1,4.74,10.15,-4.3,-47.25,-0.91,-8.8,1.0,0.82,1.0,1.0,99.99,1.22,1.0,4.0,0.82,4.0,-1.0,-25.0,-1.22,-2.0,91.05,2.77,90.9,-0.35,-0.38,-0.13,-3.3,21.82,4.53,21.9,-4.93,-22.57,-1.09,-10.4,4.05,0.5,3.95,-0.35,-8.64,-0.7,-0.8,1.98,0.5,2.05,0.23,11.39,0.45,0.6,1.3,0.5,1.25,0.6,46.15,1.2,0.2,16.7,GREEN,GREEN,11.5,1.0
P-000937,2025-07-01,7,174.7,6.9,1,6,92.7,20.1,2,1.54,4.9,1.9,2.0,3.9,3.3,4.0,3.7,1.1,True,-0.0,-0.1,0.195,0.31,0.025,-0.023,0.01,0.172,0,0,1,1,False,None,Base,0,0,None,60,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,True,6,178.0,8.53,177.75,-3.3,-1.85,-0.39,6.8,7.55,4.92,7.05,-0.65,-8.61,-0.13,2.1,1.25,0.96,1.5,-0.25,-20.0,-0.26,-1.0,4.0,0.82,4.0,2.0,50.0,2.45,3.0,91.62,2.22,91.75,1.08,1.17,0.48,2.0,20.6,5.16,19.45,-0.5,-2.43,-0.1,3.2,4.02,0.5,3.95,0.88,21.74,1.75,1.2,1.98,0.5,2.05,-0.08,-3.8,-0.15,-0.3,1.4,0.5,1.35,-0.3,-21.43,-0.6,-0.8,11.5,GREEN,GREEN,18.3,1.0
P-000937,2025-08-01,8,179.4,9.7,0,6,87.0,21.1,2,1.04,3.4,1.5,2.4,4.1,3.5,4.2,4.2,1.0,True,-0.072,0.2,0.049,-0.297,0.08,-0.145,-0.132,0.045,0,0,1,1,False,None,Base,1,13,Casual,90,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,True,7,177.58,8.67,176.9,1.83,1.03,0.21,4.7,6.95,4.78,5.85,2.75,39.57,0.57,2.8,1.0,0.82,1.0,-1.0,-99.99,-1.22,-1.0,4.5,1.29,4.5,1.5,33.33,1.16,0.0,92.55,1.37,92.75,-5.55,-6.0,-4.0,-5.7,20.12,5.08,18.5,0.98,4.84,0.19,1.0,4.25,0.55,4.2,-0.85,-20.0,-1.54,-1.5,1.93,0.5,1.95,-0.43,-22.08,-0.85,-0.4,1.42,0.5,1.4,-0.42,-29.82,-0.85,-0.1,18.3,GREEN,GREEN,16.5,1.0
P-000937,2025-09-01,9,175.6,7.9,1,4,94.5,18.6,2,1.3,4.3,2.0,2.8,4.4,3.7,3.6,4.4,1.5,True,-0.017,-0.1,-0.119,0.252,0.04,0.024,-0.058,0.212,0,0,1,1,False,None,Base,0,0,None,90,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,True,8,177.65,8.69,177.05,-2.05,-1.15,-0.24,-3.8,8.75,3.81,8.3,-0.85,-9.71,-0.22,-1.8,1.0,0.82,1.0,0.0,0.0,0.0,1.0,5.0,1.41,5.5,-1.0,-20.0,-0.71,-2.0,91.1,3.05,91.7,3.4,3.73,1.11,7.5,21.35,4.35,20.6,-2.75,-12.88,-0.63,-2.5,4.12,0.69,4.1,0.17,4.24,0.25,0.9,1.8,0.5,1.75,0.2,11.11,0.4,0.5,1.42,0.5,1.4,0.08,5.26,0.15,0.5,16.5,GREEN,GREEN,22.3,1.0
P-000937,2025-10-01,10,181.6,3.5,3,5,92.4,24.0,2,1.61,3.9,2.1,1.9,4.0,3.7,4.0,3.8,1.1,True,-0.014,-0.1,0.294,-0.088,0.033,-0.07,0.033,0.164,0,0,1,1,False,None,Base,0,0,None,90,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,True,9,174.4,4.79,175.15,7.2,4.13,1.5,6.0,7.32,2.04,7.4,-3.82,-52.22,-1.87,-4.4,1.0,0.82,1.0,2.0,199.98,2.45,2.0,4.75,1.5,5.0,0.25,5.26,0.17,1.0,91.22,3.22,91.7,1.18,1.29,0.37,-2.1,19.18,1.83,19.35,4.82,25.16,2.63,5.4,4.08,0.67,4.0,-0.18,-4.29,-0.26,-0.4,1.9,0.5,1.95,0.2,10.53,0.4,0.1,1.38,0.5,1.3,-0.27,-20.0,-0.55,-0.4,22.3,GREEN,GREEN,18.9,1.0
P-000937,2025-11-01,11,176.8,9.3,1,5,92.4,21.4,2,1.57,3.3,1.9,2.1,4.3,4.0,4.4,4.1,1.3,True,-0.0,-0.1,-0.112,-0.171,0.023,-0.037,0.02,0.165,0,0,1,1,False,None,Base,0,0,None,90,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,True,10,177.82,3.24,177.5,-1.03,-0.58,-0.32,-4.8,7.0,2.61,7.4,2.3,32.86,0.88,5.8,1.25,1.26,1.0,-0.25,-20.0,-0.2,-2.0,5.25,0.96,5.5,-0.25,-4.76,-0.26,0.0,91.65,3.24,92.55,0.75,0.82,0.23,0.0,20.95,2.28,20.6,0.45,2.15,0.2,-2.6,4.12,0.63,4.1,-0.83,-20.0,-1.3,-0.6,1.88,0.5,1.95,0.02,1.33,0.05,-0.2,1.18,0.5,1.1,0.12,10.64,0.25,0.2,18.9,GREEN,GREEN,20.6,1.0
P-000937,2025-12-01,12,179.2,1.6,2,4,93.5,18.6,2,1.09,3.9,1.6,1.5,4.7,4.0,4.6,4.4,1.3,True,-0.0,0.2,-0.131,0.204,0.066,0.134,-0.118,0.188,0,0,1,1,False,None,Base,1,9,Annual,120,RM466,46,Female,Research & Development,Healthcare Representative,3,1,Medical,Married,18,Travel_Frequently,No,28,2,2,1,2.0,1,3,3,2,4,3,3,10527,11,5,No,True,11,178.35,2.69,178.1,0.85,0.48,0.32,2.4,7.6,2.84,8.6,-6.0,-78.95,-2.11,-7.7,1.25,1.26,1.0,0.75,60.0,0.6,1.0,5.0,0.82,5.0,-1.0,-20.0,-1.22,-1.0,91.58,3.21,92.4,1.92,2.1,0.6,1.1,21.28,2.21,21.25,-2.68,-12.57,-1.21,-2.8,3.72,0.5,3.65,0.18,4.7,0.35,0.6,1.88,0.5,1.95,-0.27,-14.67,-0.55,-0.3,1.23,0.5,1.2,0.07,6.12,0.15,0.0,20.6,GREEN,,,1.0
P-000938,2025-01-01,1,176.4,5.0,0,5,96.0,16.2,1,1.23,4.5,2.0,1.6,3.7,4.1,4.2,4.4,1.6,True,-0.021,-0.1,-0.46,0.114,0.04,0.023,-0.077,0.245,0,0,1,1,False,None,Base,0,0,None,111,RM467,41,Female,Sales,Manager,4,5,Life Sciences,Married,2,Travel_Rarely,No,22,18,16,11,8.0,2,1,3,3,2,3,2,16595,16,7,No,False,0,188.77,1.0,188.77,-12.37,-6.55,-4.0,0.0,14.69,1.0,14.69,-9.69,-65.97,-4.0,0.0,3.22,1.0,3.22,-3.22,-100.0,-3.22,0.0,5.72,1.0,5.72,-0.72,-12.58,-0.72,0.0,79.68,1.0,79.68,16.32,20.48,4.0,0.0,35.69,1.0,35.69,-19.49,-54.61,-4.0,0.0,3.7,1.0,3.7,0.8,21.48,0.8,0.0,2.41,1.0,2.41,-0.41,-17.11,-0.41,0.0,2.22,1.0,2.22,-0.62,-27.83,-0.62,0.0,17.6,GREEN,ORANGE,66.1,1.0
P-000938,2025-02-01,2,212.3,36.6,4,9,47.0,66.8,4,3.78,2.9,3.7,4.5,2.6,1.6,2.5,2.4,3.4,True,-0.027,0.2,3.123,-0.358,0.428,-0.185,0.653,-0.844,1,24,4,4,True,High Tempo,Remote/Difficult Terrain,1,11,Annual,111,RM467,41,Female,Sales,Manager,4,5,Life Sciences,Married,2,Travel_Rarely,No,22,18,16,11,8.0,2,1,3,3,2,3,2,16595,16,7,No,False,1,176.4,1.0,176.4,35.9,20.35,4.0,35.9,5.0,1.0,5.0,31.6,300.0,4.0,31.6,0.0,1.0,0.0,4.0,300.0,4.0,4.0,5.0,1.0,5.0,4.0,80.0,4.0,4.0,96.0,1.0,96.0,-49.0,-51.04,-4.0,-49.0,16.2,1.0,16.2,50.6,300.0,4.0,50.6,4.5,1.0,4.5,-1.6,-35.55,-1.6,-1.6,2.0,1.0,2.0,1.7,85.0,1.7,1.7,1.6,1.0,1.6,1.8,112.49,1.8,1.8,66.1,ORANGE,ORANGE,58.2,1.0
