personnel_id,original_ref_id,age,gender,department,job_role,job_level,education_level,education_field,marital_status,distance_from_home,business_travel,overtime_eligible,total_working_years,years_in_service,years_in_current_role,years_since_last_promotion,years_with_curr_supervisor,baseline_env_satisfaction,baseline_job_satisfaction,baseline_job_involvement,baseline_work_life_balance,baseline_rel_satisfaction,performance_rating,training_times_last_year,monthly_income,percent_salary_hike,num_prior_organizations,hr_attrition_historical
P-000738,RM267,31,Male,Research & Development,Healthcare Representative,2,3,Medical,Married,23,Travel_Rarely,No,10,9,0,7,8.0,2,4,2,3,2,4,2,5582,21,0,No
P-000739,RM268,25,Male,Research & Development,Healthcare Representative,2,2,Life Sciences,Divorced,5,Non-Travel,No,6,6,3,1,5.0,2,1,4,3,4,3,2,4000,12,1,No
P-000740,RM269,45,Male,Research & Development,Healthcare Representative,4,2,Medical,Married,20,Travel_Rarely,Yes,21,20,7,4,10.0,3,4,3,3,2,3,2,13496,14,0,No
P-000741,RM270,36,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Married,6,Travel_Rarely,No,16,15,13,10,11.0,4,4,3,3,3,3,4,3210,11,0,No
P-000742,RM271,55,Male,Research & Development,Manager,5,3,Medical,Single,1,Travel_Rarely,Yes,37,36,10,4,13.0,4,1,3,3,3,3,2,19045,14,0,No
P-000743,RM272,47,Male,Research & Development,Manager,3,4,Life Sciences,Married,29,Non-Travel,Yes,10,10,7,9,9.0,1,2,3,2,4,3,2,11849,12,1,Yes
P-000744,RM273,28,Male,Research & Development,Research Scientist,1,3,Medical,Married,9,Travel_Rarely,No,5,5,2,0,4.0,4,4,3,2,4,4,3,2070,23,1,No
P-000745,RM274,37,Male,Sales,Sales Executive,2,4,Medical,Married,6,Travel_Rarely,No,7,5,4,0,1.0,3,4,3,4,2,3,5,6502,14,4,No
P-000746,RM275,21,Male,Research & Development,Research Scientist,1,2,Medical,Single,3,Travel_Rarely,No,3,3,2,1,0.0,4,3,2,4,1,3,4,3230,17,1,No
P-000747,RM276,37,Female,Research & Development,Research Director,3,4,Medical,Divorced,1,Non-Travel,Yes,15,5,2,0,2.0,1,4,3,3,1,3,2,13603,18,2,No
P-000748,RM277,35,Female,Research & Development,Manager,3,3,Life Sciences,Divorced,22,Travel_Rarely,No,10,7,7,6,2.0,2,2,4,2,2,3,6,11996,18,7,No
P-000749,RM278,38,Female,Sales,Sales Executive,2,2,Medical,Divorced,7,Travel_Rarely,Yes,8,8,0,7,7.0,1,1,4,3,3,4,3,5605,24,1,No
P-000750,RM279,26,Female,Research & Development,Manufacturing Director,2,3,Life Sciences,Divorced,1,Travel_Frequently,No,6,6,5,1,4.0,3,2,3,1,1,4,6,6397,20,1,No
P-000751,RM280,50,Male,Research & Development,Research Director,5,1,Life Sciences,Divorced,4,Travel_Rarely,No,28,10,4,1,6.0,1,2,3,2,1,3,4,19144,14,3,No
P-000752,RM281,53,Male,Research & Development,Research Director,4,4,Medical,Married,3,Travel_Rarely,Yes,21,5,3,1,3.0,3,3,3,2,4,3,5,17584,16,3,No
P-000753,RM282,42,Male,Sales,Sales Executive,2,1,Life Sciences,Married,1,Travel_Rarely,No,20,20,16,11,6.0,2,3,3,3,3,4,3,4907,25,1,No
P-000754,RM283,29,Male,Sales,Sales Executive,2,2,Life Sciences,Single,2,Travel_Frequently,No,10,10,7,0,9.0,2,4,3,2,1,3,3,4554,18,1,No
P-000755,RM284,55,Male,Research & Development,Laboratory Technician,2,2,Technical Degree,Married,20,Travel_Rarely,Yes,12,10,7,0,8.0,2,4,3,3,4,3,4,5415,19,3,No
P-000756,RM285,26,Male,Research & Development,Healthcare Representative,2,2,Medical,Married,11,Travel_Frequently,Yes,5,5,3,3,3.0,1,1,3,3,3,3,3,4741,13,1,No
P-000757,RM286,37,Female,Research & Development,Research Scientist,1,3,Life Sciences,Single,1,Travel_Rarely,No,17,17,12,5,7.0,4,4,3,3,2,3,3,2115,12,1,No
P-000758,RM287,44,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Divorced,24,Travel_Frequently,Yes,19,1,0,0,0.0,4,3,3,1,4,4,0,3161,22,3,Yes
P-000759,RM288,38,Male,Research & Development,Healthcare Representative,2,4,Life Sciences,Divorced,23,Travel_Rarely,No,10,2,2,1,2.0,4,4,3,3,2,3,2,5745,14,9,No
P-000760,RM289,26,Male,Research & Development,Laboratory Technician,1,4,Medical,Divorced,16,Travel_Rarely,Yes,5,3,2,0,2.0,1,2,3,3,4,3,2,2373,13,2,Yes
P-000761,RM290,28,Female,Research & Development,Research Scientist,1,2,Life Sciences,Single,8,Travel_Rarely,No,5,5,3,0,2.0,4,4,3,3,4,4,3,3310,21,1,No
P-000762,RM291,49,Female,Research & Development,Research Director,5,4,Life Sciences,Single,10,Travel_Frequently,Yes,22,3,2,1,2.0,3,1,3,3,4,3,4,18665,11,9,No
P-000763,RM292,36,Male,Research & Development,Research Scientist,2,3,Technical Degree,Single,3,Travel_Rarely,No,10,8,0,7,7.0,3,2,3,3,4,3,2,4485,12,4,No
P-000764,RM293,31,Female,Sales,Sales Representative,1,3,Marketing,Divorced,5,Travel_Frequently,No,2,2,2,2,2.0,4,2,3,2,3,3,5,2789,11,1,No
P-000765,RM294,26,Male,Sales,Sales Executive,2,4,Marketing,Single,4,Travel_Rarely,Yes,8,8,7,7,4.0,4,4,2,3,2,3,0,5828,12,1,Yes
P-000766,RM295,37,Male,Research & Development,Research Scientist,1,3,Medical,Married,9,Travel_Frequently,Yes,4,4,2,1,2.0,2,4,3,2,3,3,3,2326,12,1,No
P-000767,RM296,42,Female,Sales,Sales Executive,4,3,Marketing,Married,26,Travel_Frequently,No,23,20,4,4,8.0,3,2,3,4,4,3,2,13525,14,5,No
P-000768,RM297,18,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Single,3,Travel_Rarely,No,0,0,0,0,0.0,3,3,3,3,3,3,2,1420,13,1,Yes
P-000769,RM298,35,Male,Sales,Sales Executive,3,3,Marketing,Married,16,Travel_Rarely,No,12,11,9,6,9.0,3,2,3,2,3,3,3,8020,15,0,No
P-000770,RM299,36,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Married,18,Travel_Frequently,No,4,1,0,0,0.0,3,4,4,3,4,3,2,3688,18,4,No
P-000771,RM300,51,Male,Research & Development,Manufacturing Director,2,3,Medical,Divorced,2,Travel_Rarely,No,13,4,1,1,2.0,4,2,1,3,4,3,3,5482,18,5,No
P-000772,RM301,41,Male,Sales,Manager,4,4,Life Sciences,Single,2,Travel_Rarely,No,22,22,10,0,4.0,4,2,3,3,2,3,2,16015,19,1,No
P-000773,RM302,18,Female,Sales,Sales Representative,1,3,Medical,Single,10,Travel_Rarely,No,0,0,0,0,0.0,4,3,2,3,1,3,2,1200,12,1,No
P-000774,RM303,28,Male,Research & Development,Healthcare Representative,2,2,Medical,Single,16,Travel_Rarely,No,9,8,3,0,7.0,2,1,4,3,3,3,2,5661,19,0,No
P-000775,RM304,31,Male,Sales,Sales Executive,2,3,Technical Degree,Married,7,Travel_Rarely,No,10,8,7,7,7.0,2,4,4,2,2,3,3,6929,11,4,No
P-000776,RM305,39,Male,Research & Development,Healthcare Representative,3,3,Medical,Divorced,1,Travel_Rarely,No,19,18,10,3,7.0,3,4,4,2,1,3,5,9613,17,0,No
P-000777,RM306,36,Female,Research & Development,Laboratory Technician,2,4,Life Sciences,Married,24,Non-Travel,No,11,9,8,0,8.0,2,2,3,3,3,3,3,5674,15,7,No
P-000778,RM307,32,Male,Sales,Sales Executive,2,3,Life Sciences,Married,7,Travel_Rarely,No,13,13,8,4,8.0,4,3,2,2,3,3,3,5484,14,1,No
P-000779,RM308,38,Female,Research & Development,Research Director,3,2,Life Sciences,Married,25,Travel_Rarely,No,19,10,8,0,1.0,1,2,2,3,3,3,2,12061,17,3,No
P-000780,RM309,58,Male,Research & Development,Healthcare Representative,2,4,Life Sciences,Divorced,1,Non-Travel,Yes,12,5,3,1,2.0,4,3,1,3,4,3,2,5660,13,2,No
P-000781,RM310,31,Male,Research & Development,Research Scientist,1,4,Technical Degree,Married,5,Travel_Rarely,Yes,6,5,2,0,3.0,3,4,3,3,3,3,4,4821,12,0,No
P-000782,RM311,31,Male,Human Resources,Human Resources,2,3,Human Resources,Married,2,Travel_Rarely,No,9,2,2,1,0.0,1,1,2,3,4,3,1,6410,12,3,No
P-000783,RM312,45,Male,Research & Development,Laboratory Technician,3,3,Life Sciences,Divorced,7,Travel_Frequently,No,24,24,9,9,11.0,1,1,3,3,1,3,2,5210,18,1,No
P-000784,RM313,31,Male,Research & Development,Research Scientist,1,4,Life Sciences,Divorced,2,Travel_Rarely,Yes,3,2,2,2,2.0,3,4,3,1,2,3,2,2695,18,0,No
P-000785,RM314,33,Female,Research & Development,Manager,3,4,Life Sciences,Married,5,Travel_Frequently,No,12,10,6,8,8.0,4,2,3,3,2,3,2,11878,11,6,No
P-000786,RM315,39,Male,Research & Development,Manager,4,1,Medical,Married,10,Travel_Rarely,Yes,21,21,9,11,10.0,3,1,3,3,4,3,3,17068,14,1,No
P-000787,RM316,43,Female,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,10,Travel_Frequently,No,9,8,7,1,7.0,3,4,3,3,1,3,5,2455,19,0,No
P-000788,RM317,49,Female,Research & Development,Healthcare Representative,4,2,Technical Degree,Single,1,Travel_Rarely,Yes,25,7,1,0,7.0,3,3,2,3,4,3,2,13964,12,7,No
P-000789,RM318,52,Male,Research & Development,Research Scientist,2,4,Medical,Married,8,Travel_Rarely,No,11,8,2,7,7.0,3,2,2,2,1,3,3,4941,15,2,Yes
P-000790,RM319,27,Female,Research & Development,Research Scientist,1,3,Life Sciences,Single,5,Travel_Rarely,Yes,4,4,3,1,2.0,3,2,3,2,2,3,2,2478,12,1,No
P-000791,RM320,32,Female,Sales,Sales Executive,2,2,Technical Degree,Married,8,Travel_Rarely,Yes,13,13,12,11,9.0,3,2,2,3,4,3,2,5228,11,1,No
P-000792,RM321,27,Male,Sales,Sales Executive,2,3,Life Sciences,Single,2,Travel_Rarely,Yes,5,5,4,0,4.0,4,3,3,3,1,3,3,4478,11,1,No
P-000793,RM322,31,Male,Sales,Sales Executive,2,3,Marketing,Divorced,7,Travel_Rarely,No,13,7,7,1,7.0,4,4,3,3,4,3,3,7547,12,4,No
P-000794,RM323,32,Female,Research & Development,Research Scientist,2,4,Medical,Single,2,Travel_Rarely,No,10,7,7,0,7.0,1,4,4,2,3,3,0,5055,16,7,No
P-000795,RM324,28,Male,Research & Development,Research Scientist,1,4,Medical,Married,2,Travel_Rarely,Yes,5,3,2,2,2.0,1,4,1,2,4,3,4,3464,13,5,Yes
P-000796,RM325,30,Female,Research & Development,Research Scientist,2,2,Medical,Married,28,Travel_Rarely,No,11,10,8,1,9.0,4,4,3,3,4,3,2,5775,13,1,No
P-000797,RM326,31,Female,Research & Development,Manufacturing Director,3,2,Life Sciences,Married,7,Travel_Frequently,No,10,10,9,8,9.0,3,3,2,3,1,4,2,8943,24,1,No
P-000798,RM327,39,Male,Research & Development,Manager,5,2,Medical,Married,7,Travel_Frequently,No,21,21,9,13,3.0,3,4,2,3,1,3,2,19272,15,1,No
P-000799,RM328,39,Female,Sales,Sales Executive,2,2,Medical,Married,3,Travel_Rarely,Yes,12,1,0,0,0.0,4,3,3,2,1,3,3,5238,18,4,Yes
P-000800,RM329,33,Male,Sales,Sales Executive,2,3,Marketing,Single,10,Travel_Frequently,No,9,7,7,0,1.0,2,4,2,2,3,3,6,4682,14,3,No
P-000801,RM330,47,Male,Research & Development,Research Director,5,5,Life Sciences,Married,5,Travel_Rarely,No,21,3,2,1,1.0,4,3,3,3,2,3,2,18300,11,4,No
P-000802,RM331,43,Female,Research & Development,Laboratory Technician,2,4,Life Sciences,Divorced,10,Travel_Frequently,No,9,9,7,0,0.0,3,3,2,4,2,3,3,5257,11,1,No
P-000803,RM332,27,Male,Sales,Sales Executive,2,1,Marketing,Married,1,Non-Travel,Yes,6,5,4,1,4.0,3,2,3,3,4,3,0,6349,13,0,No
P-000804,RM333,54,Female,Research & Development,Research Scientist,2,4,Life Sciences,Single,20,Travel_Frequently,No,20,4,3,0,3.0,4,3,3,2,4,3,4,4869,12,3,No
P-000805,RM334,43,Female,Research & Development,Healthcare Representative,3,3,Life Sciences,Married,7,Travel_Rarely,No,10,1,0,0,0.0,3,1,3,2,1,3,1,9985,16,8,No
P-000806,RM335,45,Male,Research & Development,Research Scientist,2,4,Other,Married,8,Travel_Rarely,No,12,10,9,9,8.0,4,4,3,3,1,3,3,3697,14,9,No
P-000807,RM336,40,Male,Sales,Sales Executive,2,2,Medical,Married,1,Travel_Rarely,Yes,6,4,3,0,2.0,2,4,1,2,3,4,2,7457,22,2,No
P-000808,RM337,29,Male,Research & Development,Laboratory Technician,1,4,Other,Married,8,Travel_Rarely,Yes,7,7,7,0,7.0,2,1,1,2,4,3,4,2119,11,1,Yes
P-000809,RM338,29,Male,Research & Development,Laboratory Technician,1,5,Other,Single,9,Travel_Rarely,No,4,3,2,2,2.0,2,4,2,3,3,3,2,3983,17,0,No
P-000810,RM339,30,Female,Sales,Sales Executive,2,3,Marketing,Divorced,5,Travel_Rarely,No,10,10,9,1,2.0,4,3,2,3,3,3,2,6118,13,1,No
P-000811,RM340,27,Female,Sales,Sales Executive,2,4,Marketing,Married,8,Travel_Rarely,No,8,8,7,0,7.0,2,2,3,3,1,3,3,6214,18,1,No
P-000812,RM341,37,Male,Research & Development,Manufacturing Director,2,2,Medical,Divorced,5,Travel_Rarely,No,8,6,2,0,4.0,4,4,3,2,3,3,2,6347,16,7,No
P-000813,RM342,38,Male,Research & Development,Research Director,3,2,Life Sciences,Divorced,15,Travel_Rarely,Yes,12,11,10,2,9.0,3,4,2,3,2,3,3,11510,14,0,No
P-000814,RM343,31,Female,Research & Development,Manufacturing Director,3,4,Medical,Single,7,Travel_Rarely,Yes,11,11,9,4,10.0,3,4,3,2,3,3,2,7143,14,1,No
P-000815,RM344,29,Female,Sales,Sales Executive,2,1,Marketing,Divorced,10,Travel_Rarely,Yes,7,7,7,1,7.0,4,2,2,3,1,3,2,8268,14,1,No
P-000816,RM345,35,Male,Research & Development,Manufacturing Director,3,4,Technical Degree,Single,5,Travel_Rarely,No,17,16,6,0,13.0,3,2,3,3,4,3,5,8095,13,0,No
P-000817,RM346,23,Male,Research & Development,Research Scientist,1,1,Life Sciences,Divorced,26,Travel_Rarely,No,4,4,2,0,2.0,3,4,3,2,3,3,2,2904,12,1,No
P-000818,RM347,41,Male,Research & Development,Manufacturing Director,2,3,Medical,Single,6,Travel_Rarely,Yes,8,5,4,1,2.0,4,2,2,3,4,3,3,6032,15,6,No
P-000819,RM348,47,Male,Sales,Sales Representative,2,1,Medical,Single,4,Travel_Frequently,No,5,0,0,0,0.0,2,3,3,3,1,3,3,2976,19,3,No
P-000820,RM349,42,Female,Research & Development,Research Director,4,5,Life Sciences,Single,23,Travel_Rarely,No,16,1,0,0,0.0,1,4,3,3,2,3,2,15992,14,2,No
P-000821,RM350,29,Male,Sales,Sales Executive,2,3,Life Sciences,Married,2,Non-Travel,No,4,4,3,0,2.0,4,3,3,2,1,3,3,4649,14,1,No
P-000822,RM351,42,Male,Human Resources,Human Resources,1,1,Technical Degree,Divorced,2,Travel_Rarely,Yes,4,3,2,1,0.0,3,3,3,3,3,3,5,2696,11,0,No
P-000823,RM352,32,Female,Research & Development,Laboratory Technician,1,3,Medical,Married,2,Travel_Rarely,No,8,8,0,0,7.0,3,2,3,3,3,3,4,2370,13,1,No
P-000824,RM353,48,Female,Sales,Manager,3,1,Medical,Married,29,Travel_Rarely,No,15,0,0,0,0.0,1,3,3,1,2,4,3,12504,21,3,No
P-000825,RM354,37,Male,Research & Development,Research Scientist,2,3,Medical,Divorced,6,Travel_Rarely,Yes,13,7,7,6,7.0,3,1,4,3,1,3,2,5974,13,4,No
P-000826,RM355,30,Female,Sales,Sales Executive,2,2,Technical Degree,Married,25,Non-Travel,Yes,4,2,2,2,2.0,4,3,3,4,2,3,2,4736,12,7,No
P-000827,RM356,26,Male,Sales,Sales Executive,2,3,Life Sciences,Married,1,Travel_Rarely,No,8,8,7,7,7.0,3,3,3,3,2,3,3,5296,17,1,No
P-000828,RM357,42,Male,Research & Development,Healthcare Representative,2,4,Other,Single,2,Travel_Rarely,No,14,1,0,0,0.0,1,4,2,3,2,4,6,6781,23,3,No
P-000829,RM358,21,Female,Sales,Sales Representative,1,1,Technical Degree,Single,1,Travel_Frequently,Yes,3,3,2,1,2.0,1,2,2,3,3,3,3,2174,11,1,Yes
P-000830,RM359,36,Female,Sales,Sales Executive,2,5,Medical,Single,1,Non-Travel,No,7,1,0,0,3.0,4,4,3,3,2,3,6,6653,15,4,No
P-000831,RM360,36,Male,Sales,Sales Executive,3,4,Medical,Married,3,Travel_Frequently,No,16,13,9,1,3.0,1,4,2,3,1,3,2,9699,11,4,No
P-000832,RM361,57,Male,Research & Development,Healthcare Representative,2,4,Medical,Married,1,Travel_Rarely,No,15,3,2,1,3.0,4,3,3,3,3,3,2,6755,11,2,No
P-000833,RM362,40,Female,Research & Development,Laboratory Technician,1,4,Life Sciences,Married,10,Travel_Rarely,Yes,10,7,7,1,3.0,4,3,4,3,3,3,3,2213,13,3,No
P-000834,RM363,21,Male,Sales,Sales Representative,1,2,Medical,Single,9,Non-Travel,No,3,3,2,2,3.0,1,4,3,2,3,4,3,2610,24,1,No
P-000835,RM364,33,Female,Sales,Sales Representative,1,3,Marketing,Single,5,Travel_Rarely,Yes,1,1,0,0,0.0,4,3,3,3,2,3,2,2851,13,1,Yes
P-000836,RM365,37,Female,Research & Development,Laboratory Technician,1,3,Medical,Married,10,Travel_Rarely,No,17,5,4,0,3.0,3,1,3,3,2,4,3,3452,20,6,No
P-000837,RM366,46,Female,Research & Development,Manufacturing Director,2,4,Medical,Married,7,Non-Travel,No,7,1,0,0,0.0,3,3,3,4,3,3,2,5258,14,2,No
P-000838,RM367,41,Male,Sales,Sales Executive,2,3,Marketing,Single,4,Travel_Frequently,No,8,8,7,7,7.0,1,2,3,3,3,3,5,9355,18,1,Yes
P-000839,RM368,50,Male,Research & Development,Healthcare Representative,3,3,Technical Degree,Single,10,Travel_Rarely,No,20,4,3,1,3.0,4,4,2,3,4,3,2,10496,15,6,No
P-000840,RM369,40,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Travel_Rarely,Yes,8,6,4,1,0.0,3,3,2,3,1,3,6,6380,12,2,Yes
P-000841,RM370,31,Male,Research & Development,Research Scientist,1,4,Life Sciences,Single,9,Travel_Rarely,Yes,3,2,2,2,2.0,3,2,2,3,4,3,5,2657,16,0,No
P-000842,RM371,21,Female,Sales,Sales Representative,1,3,Life Sciences,Single,12,Travel_Rarely,No,1,1,0,0,0.0,3,2,4,3,4,3,0,2716,15,1,Yes
P-000843,RM372,29,Male,Research & Development,Research Scientist,1,3,Life Sciences,Single,23,Travel_Rarely,No,6,3,2,1,2.0,4,4,3,3,4,3,4,2201,16,9,No
P-000844,RM373,35,Male,Research & Development,Healthcare Representative,2,4,Life Sciences,Single,9,Travel_Rarely,No,10,1,1,0,0.0,3,2,2,3,3,3,5,6540,19,9,No
P-000845,RM374,27,Male,Research & Development,Laboratory Technician,1,2,Medical,Divorced,1,Travel_Rarely,No,5,5,2,0,4.0,4,2,3,3,2,3,2,3816,11,1,No
P-000846,RM375,28,Male,Sales,Sales Executive,2,4,Life Sciences,Single,9,Travel_Rarely,No,7,7,5,0,7.0,2,4,3,3,4,3,1,5253,16,1,No
P-000847,RM376,49,Male,Research & Development,Healthcare Representative,3,3,Other,Single,7,Travel_Rarely,No,26,5,2,0,0.0,2,3,2,3,3,4,2,10965,24,8,No
P-000848,RM377,51,Female,Sales,Sales Executive,2,2,Life Sciences,Married,14,Travel_Rarely,No,18,7,7,0,7.0,3,4,3,2,3,3,2,4936,11,4,No
P-000849,RM378,36,Female,Research & Development,Research Scientist,1,3,Life Sciences,Married,2,Travel_Rarely,No,6,2,2,2,2.0,4,3,3,3,2,3,3,2543,13,4,No
P-000850,RM379,34,Male,Sales,Sales Executive,2,3,Marketing,Single,19,Non-Travel,Yes,9,5,2,0,4.0,1,4,4,2,2,3,3,5304,13,8,Yes
P-000851,RM380,55,Female,Research & Development,Manager,4,3,Life Sciences,Single,2,Travel_Rarely,Yes,30,5,4,1,2.0,3,4,3,3,3,3,2,16659,13,2,No
P-000852,RM381,24,Female,Sales,Sales Executive,2,4,Marketing,Divorced,10,Travel_Rarely,Yes,5,5,2,0,3.0,4,3,3,4,4,3,2,4260,12,1,No
P-000853,RM382,30,Male,Sales,Sales Representative,1,1,Technical Degree,Married,2,Travel_Rarely,No,1,1,0,0,0.0,3,2,3,3,1,3,3,2476,18,1,No
P-000854,RM383,26,Male,Research & Development,Research Scientist,1,1,Technical Degree,Single,3,Travel_Frequently,No,7,6,4,0,4.0,3,1,3,3,3,4,2,3102,22,0,Yes
P-000855,RM384,22,Female,Research & Development,Research Scientist,1,3,Medical,Married,11,Travel_Rarely,No,2,2,1,1,2.0,1,2,3,3,4,3,1,2244,13,1,No
P-000856,RM385,36,Male,Sales,Sales Executive,3,2,Medical,Married,2,Travel_Rarely,No,10,10,9,9,0.0,2,3,2,3,2,3,2,7596,13,1,No
P-000857,RM386,30,Male,Research & Development,Research Scientist,1,3,Technical Degree,Single,4,Travel_Frequently,Yes,3,1,0,0,0.0,3,4,3,3,3,4,4,2285,23,9,Yes
P-000858,RM387,37,Female,Research & Development,Laboratory Technician,1,3,Life Sciences,Divorced,14,Travel_Rarely,No,18,18,7,12,17.0,4,1,3,2,3,3,2,3034,12,1,No
P-000859,RM388,40,Female,Sales,Sales Executive,2,2,Marketing,Divorced,2,Travel_Rarely,No,8,5,4,1,3.0,4,2,3,3,3,3,5,5715,12,7,No
P-000860,RM389,42,Female,Research & Development,Laboratory Technician,1,4,Life Sciences,Divorced,1,Travel_Rarely,No,8,5,2,1,2.0,2,1,3,3,2,3,5,2576,16,3,No
P-000861,RM390,37,Male,Research & Development,Manufacturing Director,2,4,Life Sciences,Single,10,Travel_Rarely,Yes,18,1,0,0,1.0,3,2,3,2,4,3,2,4197,12,2,No
P-000862,RM391,43,Male,Research & Development,Research Director,4,3,Life Sciences,Divorced,12,Travel_Rarely,No,25,25,10,3,9.0,1,2,2,3,3,3,3,14336,11,1,No
P-000863,RM392,40,Female,Research & Development,Laboratory Technician,2,3,Medical,Married,2,Travel_Rarely,No,20,1,0,0,0.0,2,3,2,3,2,4,3,3448,22,6,No
P-000864,RM393,54,Male,Research & Development,Research Director,5,2,Medical,Married,5,Travel_Rarely,No,24,4,2,1,2.0,1,1,3,2,3,3,4,19406,11,4,No
P-000865,RM394,34,Female,Sales,Sales Executive,2,4,Marketing,Married,4,Non-Travel,No,6,3,2,1,2.0,3,3,3,3,1,3,3,6538,15,9,No
P-000866,RM395,31,Female,Research & Development,Manufacturing Director,2,2,Medical,Married,7,Travel_Rarely,No,13,13,10,3,12.0,2,1,3,1,2,3,5,4306,12,1,No
P-000867,RM396,43,Male,Research & Development,Laboratory Technician,1,3,Medical,Married,21,Travel_Frequently,No,8,3,2,1,2.0,4,4,3,3,1,4,1,2258,20,7,No
P-000868,RM397,43,Female,Research & Development,Healthcare Representative,2,4,Other,Divorced,8,Travel_Rarely,Yes,8,5,2,0,2.0,3,3,3,3,4,3,3,4522,14,4,No
P-000869,RM398,25,Female,Sales,Sales Executive,2,2,Life Sciences,Single,4,Travel_Rarely,Yes,5,5,4,1,3.0,2,4,2,3,2,3,3,4487,11,1,No
P-000870,RM399,37,Female,Research & Development,Research Scientist,2,5,Medical,Married,25,Non-Travel,Yes,15,13,11,10,7.0,2,3,3,3,1,3,2,4449,15,3,No
P-000871,RM400,31,Male,Research & Development,Laboratory Technician,1,2,Life Sciences,Married,1,Travel_Rarely,No,4,4,2,3,2.0,4,1,2,3,3,3,3,2218,12,1,No
P-000872,RM401,39,Male,Research & Development,Manager,5,1,Life Sciences,Divorced,1,Travel_Frequently,Yes,21,21,8,1,6.0,2,3,3,3,3,3,3,19197,14,1,No
P-000873,RM402,56,Female,Sales,Sales Executive,4,3,Life Sciences,Married,6,Travel_Frequently,No,36,7,7,7,7.0,3,1,4,2,4,3,0,13212,11,9,No
P-000874,RM403,30,Female,Sales,Sales Executive,2,3,Technical Degree,Single,12,Travel_Rarely,No,6,5,4,4,4.0,2,3,3,3,2,3,6,6577,11,0,No
P-000875,RM404,41,Male,Sales,Sales Executive,3,3,Marketing,Married,1,Travel_Rarely,No,10,10,7,0,3.0,2,1,4,3,3,3,2,8392,16,1,No
P-000876,RM405,28,Male,Research & Development,Laboratory Technician,2,2,Medical,Divorced,17,Travel_Rarely,No,10,10,0,1,3.0,3,1,3,3,4,3,2,4558,12,1,No
P-000877,RM406,25,Male,Research & Development,Laboratory Technician,1,3,Medical,Married,3,Travel_Rarely,No,6,2,2,0,3.0,1,1,3,3,3,3,5,4031,13,5,Yes
P-000878,RM407,52,Male,Research & Development,Manufacturing Director,3,3,Medical,Married,3,Travel_Rarely,Yes,28,5,4,0,3.0,4,3,2,3,3,3,4,7969,14,2,No
P-000879,RM408,45,Male,Research & Development,Research Scientist,1,2,Life Sciences,Married,10,Travel_Rarely,No,8,2,2,0,3.0,1,4,3,2,4,4,3,2654,21,3,No
P-000880,RM409,52,Female,Research & Development,Manager,4,2,Life Sciences,Married,4,Travel_Rarely,No,31,5,2,1,4.0,4,4,3,1,4,3,2,16555,13,2,No
P-000881,RM410,42,Female,Research & Development,Research Scientist,2,2,Life Sciences,Divorced,29,Travel_Frequently,No,19,5,4,0,2.0,1,3,3,3,2,3,3,4556,11,2,No
P-000882,RM411,30,Female,Research & Development,Manufacturing Director,2,3,Life Sciences,Single,2,Travel_Rarely,No,11,5,4,0,2.0,3,4,1,3,3,4,2,6091,20,2,No
P-000883,RM412,60,Female,Research & Development,Manager,5,3,Life Sciences,Married,7,Travel_Rarely,No,33,29,8,11,10.0,1,1,3,1,4,3,5,19566,11,5,No
P-000884,RM413,46,Female,Research & Development,Manufacturing Director,2,3,Medical,Divorced,18,Travel_Rarely,No,19,10,7,0,8.0,3,3,3,2,3,3,5,4810,14,2,No
P-000885,RM414,42,Female,Research & Development,Healthcare Representative,2,4,Technical Degree,Married,28,Travel_Frequently,No,7,6,5,0,4.0,4,4,2,4,4,3,4,4523,11,0,No
P-000886,RM415,24,Female,Sales,Sales Representative,1,1,Technical Degree,Single,1,Travel_Rarely,Yes,6,5,3,1,4.0,1,2,3,3,2,3,4,3202,16,1,Yes
P-000887,RM416,34,Female,Sales,Sales Representative,1,2,Marketing,Divorced,6,Travel_Frequently,No,3,2,2,1,0.0,4,3,1,2,4,3,3,2351,16,0,Yes
P-000888,RM417,38,Male,Research & Development,Laboratory Technician,1,2,Life Sciences,Married,2,Travel_Frequently,Yes,1,1,0,0,0.0,4,4,3,3,3,4,3,1702,23,1,No
P-000889,RM418,40,Female,Sales,Manager,5,4,Life Sciences,Married,2,Travel_Rarely,No,21,20,15,1,12.0,3,3,3,3,4,3,2,18041,14,0,No
P-000890,RM419,26,Female,Research & Development,Research Scientist,1,3,Life Sciences,Divorced,23,Travel_Rarely,No,3,3,2,0,2.0,1,4,3,1,2,4,3,2886,22,1,No
P-000891,RM420,30,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Married,3,Non-Travel,No,9,5,3,1,4.0,3,4,3,1,3,3,3,2097,15,4,No
P-000892,RM421,29,Male,Research & Development,Research Director,3,4,Medical,Married,3,Travel_Rarely,No,10,10,2,0,7.0,2,3,2,3,3,3,2,11935,18,1,No
