personnel_id,deployment_id,month_idx,date,start_date,end_date,deployment_duration_days,deployment_type,operational_intensity,hardship_level,recovery_required,location_category
P-000693,DEP-V2-0002394,9,2025-09-01,2025-09-05,2025-09-24,19,Extended,4,5,True,Remote/Difficult Terrain
P-000693,DEP-V2-0002395,10,2025-10-01,2025-10-04,2025-10-26,22,Extended,5,5,True,High Altitude/Extreme
P-000693,DEP-V2-0002396,11,2025-11-01,2025-11-04,2025-11-25,21,High Tempo,4,5,True,High Altitude/Extreme
P-000694,DEP-V2-0002397,4,2025-04-01,2025-04-05,2025-04-27,22,Routine,2,1,False,Semi-Urban Outpost
P-000696,DEP-V2-0002398,4,2025-04-01,2025-04-02,2025-04-26,24,High Tempo,4,3,True,Remote/Difficult Terrain
P-000696,DEP-V2-0002399,5,2025-05-01,2025-05-05,2025-05-23,18,High Tempo,4,3,True,Remote/Difficult Terrain
P-000696,DEP-V2-0002400,6,2025-06-01,2025-06-03,2025-06-28,25,High Tempo,3,4,True,Remote/Difficult Terrain
P-000696,DEP-V2-0002401,7,2025-07-01,2025-07-05,2025-07-25,20,High Tempo,4,4,True,Remote/Difficult Terrain
P-000696,DEP-V2-0002402,8,2025-08-01,2025-08-03,2025-08-25,22,High Tempo,4,4,True,Semi-Urban Outpost
P-000697,DEP-V2-0002403,3,2025-03-01,2025-03-02,2025-03-23,21,Extended,3,4,True,Remote/Difficult Terrain
P-000697,DEP-V2-0002404,4,2025-04-01,2025-04-02,2025-04-28,26,Extended,3,5,True,High Altitude/Extreme
P-000697,DEP-V2-0002405,5,2025-05-01,2025-05-04,2025-05-23,19,Extended,3,5,True,Remote/Difficult Terrain
P-000697,DEP-V2-0002406,6,2025-06-01,2025-06-04,2025-06-27,23,Extended,5,4,True,Remote/Difficult Terrain
P-000697,DEP-V2-0002407,7,2025-07-01,2025-07-02,2025-07-28,26,Extended,4,4,True,Remote/Difficult Terrain
P-000697,DEP-V2-0002408,8,2025-08-01,2025-08-04,2025-08-28,24,Extended,4,5,True,Remote/Difficult Terrain
P-000697,DEP-V2-0002409,9,2025-09-01,2025-09-05,2025-09-27,22,Extended,3,4,True,High Altitude/Extreme
P-000699,DEP-V2-0002410,3,2025-03-01,2025-03-03,2025-03-26,23,Extended,3,5,True,High Altitude/Extreme
P-000699,DEP-V2-0002411,4,2025-04-01,2025-04-05,2025-04-23,18,Extended,4,4,True,High Altitude/Extreme
P-000699,DEP-V2-0002412,5,2025-05-01,2025-05-03,2025-05-24,21,Extended,4,5,True,High Altitude/Extreme
P-000699,DEP-V2-0002413,6,2025-06-01,2025-06-02,2025-06-24,22,Extended,5,5,True,Remote/Difficult Terrain
P-000699,DEP-V2-0002414,7,2025-07-01,2025-07-03,2025-07-28,25,Extended,5,5,True,Remote/Difficult Terrain
P-000699,DEP-V2-0002415,8,2025-08-01,2025-08-05,2025-08-28,23,Extended,3,4,True,Remote/Difficult Terrain
P-000699,DEP-V2-0002416,9,2025-09-01,2025-09-02,2025-09-27,25,Extended,4,5,True,Remote/Difficult Terrain
P-000700,DEP-V2-0002417,4,2025-04-01,2025-04-02,2025-04-28,26,High Tempo,3,3,False,Semi-Urban Outpost
P-000700,DEP-V2-0002418,5,2025-05-01,2025-05-03,2025-05-26,23,High Tempo,5,3,True,Semi-Urban Outpost
P-000700,DEP-V2-0002419,6,2025-06-01,2025-06-05,2025-06-27,22,High Tempo,3,3,False,Semi-Urban Outpost
P-000700,DEP-V2-0002420,7,2025-07-01,2025-07-05,2025-07-26,21,High Tempo,4,3,True,Remote/Difficult Terrain
P-000700,DEP-V2-0002421,8,2025-08-01,2025-08-03,2025-08-23,20,High Tempo,3,3,False,Semi-Urban Outpost
P-000701,DEP-V2-0002422,4,2025-04-01,2025-04-03,2025-04-24,21,High Tempo,4,3,True,Semi-Urban Outpost
P-000701,DEP-V2-0002423,5,2025-05-01,2025-05-03,2025-05-24,21,High Tempo,5,4,True,Semi-Urban Outpost
P-000701,DEP-V2-0002424,6,2025-06-01,2025-06-03,2025-06-24,21,High Tempo,3,3,False,Semi-Urban Outpost
P-000701,DEP-V2-0002425,7,2025-07-01,2025-07-05,2025-07-25,20,High Tempo,5,4,True,Remote/Difficult Terrain
P-000701,DEP-V2-0002426,8,2025-08-01,2025-08-04,2025-08-27,23,High Tempo,4,4,True,Semi-Urban Outpost
P-000702,DEP-V2-0002427,4,2025-04-01,2025-04-05,2025-04-23,18,Routine,1,1,False,Urban Base
P-000706,DEP-V2-0002428,3,2025-03-01,2025-03-04,2025-03-28,24,Extended,4,4,True,Remote/Difficult Terrain
P-000706,DEP-V2-0002429,4,2025-04-01,2025-04-04,2025-04-25,21,Extended,4,5,True,High Altitude/Extreme
P-000706,DEP-V2-0002430,5,2025-05-01,2025-05-04,2025-05-26,22,Extended,3,5,True,Remote/Difficult Terrain
P-000706,DEP-V2-0002431,6,2025-06-01,2025-06-04,2025-06-24,20,Extended,4,4,True,High Altitude/Extreme
P-000706,DEP-V2-0002432,7,2025-07-01,2025-07-02,2025-07-28,26,Extended,3,5,True,Remote/Difficult Terrain
P-000706,DEP-V2-0002433,8,2025-08-01,2025-08-02,2025-08-28,26,Extended,4,5,True,High Altitude/Extreme
P-000706,DEP-V2-0002434,9,2025-09-01,2025-09-04,2025-09-26,22,Extended,4,5,True,High Altitude/Extreme
P-000708,DEP-V2-0002435,4,2025-04-01,2025-04-02,2025-04-27,25,High Tempo,4,5,True,High Altitude/Extreme
P-000708,DEP-V2-0002436,5,2025-05-01,2025-05-04,2025-05-26,22,Extended,4,5,True,Remote/Difficult Terrain
P-000708,DEP-V2-0002437,6,2025-06-01,2025-06-04,2025-06-27,23,High Tempo,4,4,True,High Altitude/Extreme
P-000708,DEP-V2-0002438,7,2025-07-01,2025-07-03,2025-07-24,21,Extended,5,5,True,Remote/Difficult Terrain
P-000708,DEP-V2-0002439,8,2025-08-01,2025-08-02,2025-08-24,22,High Tempo,5,5,True,Remote/Difficult Terrain
P-000708,DEP-V2-0002440,9,2025-09-01,2025-09-05,2025-09-24,19,Extended,5,4,True,High Altitude/Extreme
P-000708,DEP-V2-0002441,10,2025-10-01,2025-10-04,2025-10-27,23,Extended,5,5,True,High Altitude/Extreme
P-000708,DEP-V2-0002442,11,2025-11-01,2025-11-05,2025-11-28,23,Extended,5,5,True,Remote/Difficult Terrain
P-000710,DEP-V2-0002443,4,2025-04-01,2025-04-02,2025-04-24,22,High Tempo,5,4,True,Remote/Difficult Terrain
P-000710,DEP-V2-0002444,5,2025-05-01,2025-05-05,2025-05-24,19,High Tempo,3,3,False,Semi-Urban Outpost
P-000710,DEP-V2-0002445,6,2025-06-01,2025-06-04,2025-06-24,20,High Tempo,4,3,True,Semi-Urban Outpost
P-000710,DEP-V2-0002446,7,2025-07-01,2025-07-03,2025-07-24,21,High Tempo,5,3,True,Remote/Difficult Terrain
P-000710,DEP-V2-0002447,8,2025-08-01,2025-08-04,2025-08-23,19,High Tempo,3,3,False,Remote/Difficult Terrain
P-000711,DEP-V2-0002448,4,2025-04-01,2025-04-05,2025-04-24,19,Routine,1,1,False,Urban Base
P-000712,DEP-V2-0002449,4,2025-04-01,2025-04-02,2025-04-27,25,High Tempo,5,3,True,Remote/Difficult Terrain
P-000712,DEP-V2-0002450,5,2025-05-01,2025-05-05,2025-05-26,21,High Tempo,3,3,False,Semi-Urban Outpost
P-000712,DEP-V2-0002451,6,2025-06-01,2025-06-04,2025-06-25,21,High Tempo,4,3,True,Semi-Urban Outpost
P-000712,DEP-V2-0002452,7,2025-07-01,2025-07-02,2025-07-25,23,High Tempo,4,3,True,Remote/Difficult Terrain
P-000712,DEP-V2-0002453,8,2025-08-01,2025-08-05,2025-08-26,21,High Tempo,3,3,False,Remote/Difficult Terrain
P-000713,DEP-V2-0002454,4,2025-04-01,2025-04-04,2025-04-25,21,Routine,2,1,False,Urban Base
P-000715,DEP-V2-0002455,3,2025-03-01,2025-03-05,2025-03-28,23,Extended,4,5,True,High Altitude/Extreme
P-000715,DEP-V2-0002456,4,2025-04-01,2025-04-02,2025-04-26,24,Extended,3,5,True,Remote/Difficult Terrain
P-000715,DEP-V2-0002457,5,2025-05-01,2025-05-04,2025-05-23,19,Extended,4,4,True,High Altitude/Extreme
P-000715,DEP-V2-0002458,6,2025-06-01,2025-06-05,2025-06-24,19,Extended,3,4,True,High Altitude/Extreme
P-000715,DEP-V2-0002459,7,2025-07-01,2025-07-03,2025-07-24,21,Extended,3,4,True,High Altitude/Extreme
P-000715,DEP-V2-0002460,8,2025-08-01,2025-08-03,2025-08-28,25,Extended,4,5,True,Remote/Difficult Terrain
P-000715,DEP-V2-0002461,9,2025-09-01,2025-09-03,2025-09-23,20,Extended,4,5,True,Remote/Difficult Terrain
P-000716,DEP-V2-0002462,4,2025-04-01,2025-04-04,2025-04-26,22,High Tempo,5,4,True,Remote/Difficult Terrain
P-000716,DEP-V2-0002463,5,2025-05-01,2025-05-04,2025-05-27,23,High Tempo,3,3,False,Semi-Urban Outpost
P-000716,DEP-V2-0002464,6,2025-06-01,2025-06-04,2025-06-27,23,High Tempo,4,3,True,Semi-Urban Outpost
P-000716,DEP-V2-0002465,7,2025-07-01,2025-07-02,2025-07-25,23,High Tempo,4,3,True,Remote/Difficult Terrain
P-000716,DEP-V2-0002466,8,2025-08-01,2025-08-05,2025-08-25,20,High Tempo,4,4,True,Semi-Urban Outpost
P-000717,DEP-V2-0002467,4,2025-04-01,2025-04-05,2025-04-27,22,Routine,2,1,False,Urban Base
P-000717,DEP-V2-0002468,5,2025-05-01,2025-05-03,2025-05-26,23,Routine,1,2,False,Urban Base
P-000719,DEP-V2-0002469,4,2025-04-01,2025-04-03,2025-04-26,23,High Tempo,5,4,True,Remote/Difficult Terrain
P-000719,DEP-V2-0002470,5,2025-05-01,2025-05-05,2025-05-23,18,High Tempo,3,4,True,Semi-Urban Outpost
P-000719,DEP-V2-0002471,6,2025-06-01,2025-06-02,2025-06-26,24,High Tempo,4,4,True,Remote/Difficult Terrain
P-000719,DEP-V2-0002472,7,2025-07-01,2025-07-04,2025-07-28,24,High Tempo,4,4,True,Semi-Urban Outpost
P-000719,DEP-V2-0002473,8,2025-08-01,2025-08-03,2025-08-26,23,High Tempo,3,4,True,Semi-Urban Outpost
P-000720,DEP-V2-0002474,5,2025-05-01,2025-05-03,2025-05-24,21,Routine,2,1,False,Semi-Urban Outpost
P-000721,DEP-V2-0002475,5,2025-05-01,2025-05-03,2025-05-26,23,Routine,2,1,False,Urban Base
P-000722,DEP-V2-0002476,4,2025-04-01,2025-04-03,2025-04-23,20,High Tempo,5,5,True,High Altitude/Extreme
P-000722,DEP-V2-0002477,5,2025-05-01,2025-05-04,2025-05-24,20,High Tempo,5,4,True,Remote/Difficult Terrain
P-000722,DEP-V2-0002478,6,2025-06-01,2025-06-03,2025-06-23,20,Extended,5,5,True,High Altitude/Extreme
P-000722,DEP-V2-0002479,7,2025-07-01,2025-07-03,2025-07-26,23,Extended,5,5,True,High Altitude/Extreme
P-000722,DEP-V2-0002480,8,2025-08-01,2025-08-05,2025-08-26,21,High Tempo,4,5,True,High Altitude/Extreme
P-000722,DEP-V2-0002481,9,2025-09-01,2025-09-03,2025-09-27,24,High Tempo,4,5,True,High Altitude/Extreme
P-000722,DEP-V2-0002482,10,2025-10-01,2025-10-02,2025-10-23,21,High Tempo,5,5,True,High Altitude/Extreme
P-000722,DEP-V2-0002483,11,2025-11-01,2025-11-02,2025-11-25,23,High Tempo,5,5,True,Remote/Difficult Terrain
P-000725,DEP-V2-0002484,4,2025-04-01,2025-04-04,2025-04-25,21,Routine,1,2,False,Urban Base
P-000726,DEP-V2-0002485,4,2025-04-01,2025-04-05,2025-04-23,18,Routine,2,2,False,Urban Base
P-000726,DEP-V2-0002486,5,2025-05-01,2025-05-04,2025-05-27,23,Routine,2,2,False,Urban Base
P-000727,DEP-V2-0002487,4,2025-04-01,2025-04-03,2025-04-28,25,High Tempo,5,5,True,High Altitude/Extreme
P-000727,DEP-V2-0002488,5,2025-05-01,2025-05-03,2025-05-24,21,Extended,4,4,True,Remote/Difficult Terrain
P-000727,DEP-V2-0002489,6,2025-06-01,2025-06-04,2025-06-23,19,Extended,5,5,True,High Altitude/Extreme
P-000727,DEP-V2-0002490,7,2025-07-01,2025-07-04,2025-07-24,20,High Tempo,5,4,True,High Altitude/Extreme
P-000727,DEP-V2-0002491,8,2025-08-01,2025-08-03,2025-08-26,23,High Tempo,4,5,True,High Altitude/Extreme
P-000727,DEP-V2-0002492,9,2025-09-01,2025-09-02,2025-09-28,26,Extended,4,5,True,Remote/Difficult Terrain
P-000727,DEP-V2-0002493,10,2025-10-01,2025-10-02,2025-10-25,23,Extended,5,5,True,High Altitude/Extreme
P-000727,DEP-V2-0002494,11,2025-11-01,2025-11-05,2025-11-27,22,Extended,5,5,True,High Altitude/Extreme
P-000728,DEP-V2-0002495,4,2025-04-01,2025-04-03,2025-04-24,21,High Tempo,5,3,True,Remote/Difficult Terrain
P-000728,DEP-V2-0002496,5,2025-05-01,2025-05-05,2025-05-23,18,High Tempo,3,3,False,Remote/Difficult Terrain
P-000728,DEP-V2-0002497,6,2025-06-01,2025-06-04,2025-06-26,22,High Tempo,4,3,True,Semi-Urban Outpost
P-000728,DEP-V2-0002498,7,2025-07-01,2025-07-03,2025-07-27,24,High Tempo,4,3,True,Remote/Difficult Terrain
P-000728,DEP-V2-0002499,8,2025-08-01,2025-08-03,2025-08-24,21,High Tempo,4,3,True,Semi-Urban Outpost
P-000729,DEP-V2-0002500,4,2025-04-01,2025-04-05,2025-04-25,20,Routine,2,2,False,Semi-Urban Outpost
P-000730,DEP-V2-0002501,5,2025-05-01,2025-05-04,2025-05-28,24,Routine,1,1,False,Urban Base
P-000731,DEP-V2-0002502,5,2025-05-01,2025-05-02,2025-05-24,22,Routine,2,1,False,Urban Base
P-000732,DEP-V2-0002503,5,2025-05-01,2025-05-04,2025-05-23,19,Routine,2,1,False,Urban Base
P-000733,DEP-V2-0002504,3,2025-03-01,2025-03-03,2025-03-23,20,Extended,3,4,True,Remote/Difficult Terrain
P-000733,DEP-V2-0002505,4,2025-04-01,2025-04-04,2025-04-24,20,Extended,4,5,True,Remote/Difficult Terrain
P-000733,DEP-V2-0002506,5,2025-05-01,2025-05-03,2025-05-28,25,Extended,3,5,True,High Altitude/Extreme
P-000733,DEP-V2-0002507,6,2025-06-01,2025-06-05,2025-06-24,19,Extended,4,5,True,High Altitude/Extreme
P-000733,DEP-V2-0002508,7,2025-07-01,2025-07-05,2025-07-23,18,Extended,5,5,True,Remote/Difficult Terrain
P-000733,DEP-V2-0002509,8,2025-08-01,2025-08-02,2025-08-24,22,Extended,4,5,True,Remote/Difficult Terrain
P-000733,DEP-V2-0002510,9,2025-09-01,2025-09-02,2025-09-24,22,Extended,4,5,True,High Altitude/Extreme
P-000734,DEP-V2-0002511,4,2025-04-01,2025-04-03,2025-04-23,20,Extended,5,5,True,Remote/Difficult Terrain
P-000734,DEP-V2-0002512,5,2025-05-01,2025-05-05,2025-05-23,18,Extended,4,5,True,High Altitude/Extreme
P-000734,DEP-V2-0002513,6,2025-06-01,2025-06-04,2025-06-27,23,High Tempo,5,5,True,Remote/Difficult Terrain
P-000734,DEP-V2-0002514,7,2025-07-01,2025-07-04,2025-07-24,20,High Tempo,5,4,True,High Altitude/Extreme
P-000734,DEP-V2-0002515,8,2025-08-01,2025-08-05,2025-08-25,20,Extended,4,5,True,Remote/Difficult Terrain
P-000734,DEP-V2-0002516,9,2025-09-01,2025-09-05,2025-09-27,22,Extended,4,5,True,Remote/Difficult Terrain
P-000734,DEP-V2-0002517,10,2025-10-01,2025-10-03,2025-10-25,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000734,DEP-V2-0002518,11,2025-11-01,2025-11-02,2025-11-24,22,Extended,5,5,True,High Altitude/Extreme
P-000735,DEP-V2-0002519,5,2025-05-01,2025-05-05,2025-05-23,18,Routine,1,1,False,Urban Base
P-000736,DEP-V2-0002520,3,2025-03-01,2025-03-02,2025-03-27,25,Extended,4,4,True,Remote/Difficult Terrain
P-000736,DEP-V2-0002521,4,2025-04-01,2025-04-03,2025-04-25,22,Extended,4,5,True,High Altitude/Extreme
P-000736,DEP-V2-0002522,5,2025-05-01,2025-05-05,2025-05-23,18,Extended,4,5,True,High Altitude/Extreme
P-000736,DEP-V2-0002523,6,2025-06-01,2025-06-02,2025-06-24,22,Extended,4,5,True,High Altitude/Extreme
P-000736,DEP-V2-0002524,7,2025-07-01,2025-07-04,2025-07-25,21,Extended,5,5,True,Remote/Difficult Terrain
P-000736,DEP-V2-0002525,8,2025-08-01,2025-08-04,2025-08-28,24,Extended,4,4,True,Remote/Difficult Terrain
P-000736,DEP-V2-0002526,9,2025-09-01,2025-09-04,2025-09-23,19,Extended,5,4,True,Remote/Difficult Terrain
P-000738,DEP-V2-0002527,4,2025-04-01,2025-04-05,2025-04-23,18,High Tempo,3,3,False,Remote/Difficult Terrain
P-000738,DEP-V2-0002528,5,2025-05-01,2025-05-04,2025-05-27,23,High Tempo,4,3,True,Semi-Urban Outpost
P-000738,DEP-V2-0002529,6,2025-06-01,2025-06-03,2025-06-23,20,High Tempo,4,3,True,Semi-Urban Outpost
P-000738,DEP-V2-0002530,7,2025-07-01,2025-07-02,2025-07-23,21,High Tempo,4,4,True,Semi-Urban Outpost
P-000738,DEP-V2-0002531,8,2025-08-01,2025-08-04,2025-08-28,24,High Tempo,3,3,False,Semi-Urban Outpost
P-000739,DEP-V2-0002532,4,2025-04-01,2025-04-04,2025-04-23,19,High Tempo,5,5,True,High Altitude/Extreme
P-000739,DEP-V2-0002533,5,2025-05-01,2025-05-03,2025-05-24,21,Extended,5,5,True,Remote/Difficult Terrain
P-000739,DEP-V2-0002534,6,2025-06-01,2025-06-02,2025-06-24,22,High Tempo,4,5,True,Remote/Difficult Terrain
P-000739,DEP-V2-0002535,7,2025-07-01,2025-07-03,2025-07-27,24,Extended,4,4,True,High Altitude/Extreme
P-000739,DEP-V2-0002536,8,2025-08-01,2025-08-03,2025-08-24,21,High Tempo,5,4,True,High Altitude/Extreme
P-000739,DEP-V2-0002537,9,2025-09-01,2025-09-05,2025-09-24,19,High Tempo,4,4,True,Remote/Difficult Terrain
P-000739,DEP-V2-0002538,10,2025-10-01,2025-10-05,2025-10-27,22,Extended,5,5,True,Remote/Difficult Terrain
P-000739,DEP-V2-0002539,11,2025-11-01,2025-11-02,2025-11-28,26,Extended,5,5,True,Remote/Difficult Terrain
P-000740,DEP-V2-0002540,5,2025-05-01,2025-05-04,2025-05-26,22,Routine,3,1,False,Urban Base
P-000741,DEP-V2-0002541,5,2025-05-01,2025-05-04,2025-05-28,24,Routine,1,1,False,Urban Base
P-000742,DEP-V2-0002542,4,2025-04-01,2025-04-04,2025-04-25,21,Routine,2,1,False,Urban Base
P-000743,DEP-V2-0002543,4,2025-04-01,2025-04-04,2025-04-26,22,High Tempo,5,4,True,Remote/Difficult Terrain
P-000743,DEP-V2-0002544,5,2025-05-01,2025-05-03,2025-05-26,23,High Tempo,3,3,False,Semi-Urban Outpost
P-000743,DEP-V2-0002545,6,2025-06-01,2025-06-03,2025-06-23,20,High Tempo,5,3,True,Semi-Urban Outpost
P-000743,DEP-V2-0002546,7,2025-07-01,2025-07-03,2025-07-25,22,High Tempo,5,4,True,Remote/Difficult Terrain
P-000743,DEP-V2-0002547,8,2025-08-01,2025-08-04,2025-08-27,23,High Tempo,5,3,True,Semi-Urban Outpost
P-000745,DEP-V2-0002548,5,2025-05-01,2025-05-03,2025-05-27,24,Routine,2,1,False,Urban Base
P-000746,DEP-V2-0002549,4,2025-04-01,2025-04-05,2025-04-25,20,High Tempo,4,4,True,Semi-Urban Outpost
P-000746,DEP-V2-0002550,5,2025-05-01,2025-05-05,2025-05-23,18,High Tempo,4,3,True,Remote/Difficult Terrain
P-000746,DEP-V2-0002551,6,2025-06-01,2025-06-02,2025-06-25,23,High Tempo,4,4,True,Remote/Difficult Terrain
P-000746,DEP-V2-0002552,7,2025-07-01,2025-07-05,2025-07-25,20,High Tempo,3,3,False,Remote/Difficult Terrain
P-000746,DEP-V2-0002553,8,2025-08-01,2025-08-03,2025-08-27,24,High Tempo,4,3,True,Remote/Difficult Terrain
P-000747,DEP-V2-0002554,2,2025-02-01,2025-02-05,2025-02-26,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000747,DEP-V2-0002555,3,2025-03-01,2025-03-03,2025-03-24,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000747,DEP-V2-0002556,4,2025-04-01,2025-04-05,2025-04-23,18,High Tempo,4,4,True,Remote/Difficult Terrain
P-000747,DEP-V2-0002557,5,2025-05-01,2025-05-05,2025-05-28,23,High Tempo,4,4,True,Remote/Difficult Terrain
P-000749,DEP-V2-0002558,5,2025-05-01,2025-05-03,2025-05-27,24,Routine,1,2,False,Urban Base
P-000750,DEP-V2-0002559,4,2025-04-01,2025-04-05,2025-04-23,18,Routine,3,1,False,Urban Base
P-000751,DEP-V2-0002560,5,2025-05-01,2025-05-03,2025-05-25,22,Routine,2,1,False,Urban Base
P-000752,DEP-V2-0002561,4,2025-04-01,2025-04-03,2025-04-26,23,High Tempo,4,3,True,Remote/Difficult Terrain
P-000752,DEP-V2-0002562,5,2025-05-01,2025-05-05,2025-05-28,23,High Tempo,3,4,True,Remote/Difficult Terrain
P-000752,DEP-V2-0002563,6,2025-06-01,2025-06-05,2025-06-27,22,High Tempo,5,3,True,Remote/Difficult Terrain
P-000752,DEP-V2-0002564,7,2025-07-01,2025-07-05,2025-07-23,18,High Tempo,5,3,True,Remote/Difficult Terrain
P-000752,DEP-V2-0002565,8,2025-08-01,2025-08-02,2025-08-24,22,High Tempo,4,3,True,Remote/Difficult Terrain
P-000753,DEP-V2-0002566,5,2025-05-01,2025-05-03,2025-05-23,20,Routine,1,1,False,Urban Base
P-000754,DEP-V2-0002567,4,2025-04-01,2025-04-05,2025-04-27,22,High Tempo,5,5,True,High Altitude/Extreme
P-000754,DEP-V2-0002568,5,2025-05-01,2025-05-05,2025-05-27,22,Extended,4,4,True,Remote/Difficult Terrain
P-000754,DEP-V2-0002569,6,2025-06-01,2025-06-03,2025-06-23,20,Extended,4,5,True,High Altitude/Extreme
P-000754,DEP-V2-0002570,7,2025-07-01,2025-07-02,2025-07-28,26,Extended,5,5,True,Remote/Difficult Terrain
P-000754,DEP-V2-0002571,8,2025-08-01,2025-08-02,2025-08-23,21,Extended,5,4,True,High Altitude/Extreme
P-000754,DEP-V2-0002572,9,2025-09-01,2025-09-05,2025-09-27,22,High Tempo,5,4,True,Remote/Difficult Terrain
P-000754,DEP-V2-0002573,10,2025-10-01,2025-10-04,2025-10-27,23,Extended,4,5,True,High Altitude/Extreme
P-000754,DEP-V2-0002574,11,2025-11-01,2025-11-03,2025-11-27,24,Extended,4,4,True,High Altitude/Extreme
P-000755,DEP-V2-0002575,4,2025-04-01,2025-04-04,2025-04-23,19,High Tempo,4,3,True,Remote/Difficult Terrain
P-000755,DEP-V2-0002576,5,2025-05-01,2025-05-02,2025-05-27,25,High Tempo,4,3,True,Semi-Urban Outpost
P-000755,DEP-V2-0002577,6,2025-06-01,2025-06-02,2025-06-24,22,High Tempo,4,3,True,Semi-Urban Outpost
P-000755,DEP-V2-0002578,7,2025-07-01,2025-07-04,2025-07-28,24,High Tempo,3,4,True,Semi-Urban Outpost
P-000755,DEP-V2-0002579,8,2025-08-01,2025-08-03,2025-08-24,21,High Tempo,3,4,True,Semi-Urban Outpost
P-000756,DEP-V2-0002580,3,2025-03-01,2025-03-03,2025-03-28,25,Extended,4,4,True,High Altitude/Extreme
P-000756,DEP-V2-0002581,4,2025-04-01,2025-04-05,2025-04-28,23,Extended,4,4,True,High Altitude/Extreme
P-000756,DEP-V2-0002582,5,2025-05-01,2025-05-03,2025-05-27,24,Extended,3,4,True,Remote/Difficult Terrain
P-000756,DEP-V2-0002583,6,2025-06-01,2025-06-05,2025-06-24,19,Extended,3,4,True,High Altitude/Extreme
P-000756,DEP-V2-0002584,7,2025-07-01,2025-07-05,2025-07-23,18,Extended,5,5,True,High Altitude/Extreme
P-000756,DEP-V2-0002585,8,2025-08-01,2025-08-05,2025-08-28,23,Extended,4,5,True,High Altitude/Extreme
P-000756,DEP-V2-0002586,9,2025-09-01,2025-09-05,2025-09-25,20,Extended,5,5,True,Remote/Difficult Terrain
P-000757,DEP-V2-0002587,5,2025-05-01,2025-05-02,2025-05-27,25,Routine,1,1,False,Urban Base
P-000758,DEP-V2-0002588,5,2025-05-01,2025-05-05,2025-05-25,20,Routine,1,1,False,Urban Base
P-000759,DEP-V2-0002589,4,2025-04-01,2025-04-03,2025-04-23,20,Routine,2,1,False,Urban Base
P-000759,DEP-V2-0002590,5,2025-05-01,2025-05-05,2025-05-24,19,Routine,1,1,False,Urban Base
P-000760,DEP-V2-0002591,6,2025-06-01,2025-06-02,2025-06-28,26,High Tempo,4,3,True,Semi-Urban Outpost
P-000760,DEP-V2-0002592,7,2025-07-01,2025-07-02,2025-07-23,21,High Tempo,4,3,True,Semi-Urban Outpost
P-000761,DEP-V2-0002593,2,2025-02-01,2025-02-02,2025-02-24,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000761,DEP-V2-0002594,3,2025-03-01,2025-03-05,2025-03-27,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000761,DEP-V2-0002595,4,2025-04-01,2025-04-04,2025-04-25,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000761,DEP-V2-0002596,5,2025-05-01,2025-05-04,2025-05-23,19,High Tempo,4,4,True,Remote/Difficult Terrain
P-000762,DEP-V2-0002597,4,2025-04-01,2025-04-05,2025-04-27,22,High Tempo,4,5,True,High Altitude/Extreme
P-000762,DEP-V2-0002598,5,2025-05-01,2025-05-02,2025-05-25,23,Extended,5,5,True,High Altitude/Extreme
P-000762,DEP-V2-0002599,6,2025-06-01,2025-06-04,2025-06-26,22,High Tempo,5,4,True,Remote/Difficult Terrain
P-000762,DEP-V2-0002600,7,2025-07-01,2025-07-05,2025-07-26,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000762,DEP-V2-0002601,8,2025-08-01,2025-08-02,2025-08-23,21,High Tempo,4,5,True,High Altitude/Extreme
P-000762,DEP-V2-0002602,9,2025-09-01,2025-09-04,2025-09-26,22,Extended,4,5,True,High Altitude/Extreme
P-000762,DEP-V2-0002603,10,2025-10-01,2025-10-03,2025-10-27,24,Extended,5,5,True,High Altitude/Extreme
P-000762,DEP-V2-0002604,11,2025-11-01,2025-11-03,2025-11-27,24,Extended,4,4,True,High Altitude/Extreme
P-000765,DEP-V2-0002605,4,2025-04-01,2025-04-03,2025-04-23,20,Routine,3,1,False,Urban Base
P-000766,DEP-V2-0002606,4,2025-04-01,2025-04-02,2025-04-24,22,Routine,2,1,False,Urban Base
P-000766,DEP-V2-0002607,5,2025-05-01,2025-05-05,2025-05-28,23,Routine,1,2,False,Urban Base
P-000767,DEP-V2-0002608,4,2025-04-01,2025-04-03,2025-04-25,22,Routine,1,1,False,Urban Base
P-000767,DEP-V2-0002609,5,2025-05-01,2025-05-03,2025-05-23,20,Routine,1,2,False,Urban Base
P-000768,DEP-V2-0002610,2,2025-02-01,2025-02-03,2025-02-28,25,High Tempo,4,4,True,Remote/Difficult Terrain
P-000768,DEP-V2-0002611,3,2025-03-01,2025-03-02,2025-03-24,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000768,DEP-V2-0002612,4,2025-04-01,2025-04-02,2025-04-26,24,High Tempo,4,4,True,Remote/Difficult Terrain
P-000768,DEP-V2-0002613,5,2025-05-01,2025-05-02,2025-05-28,26,High Tempo,4,4,True,Remote/Difficult Terrain
