personnel_id,date,month_idx,duty_hours,overtime_hours,night_shifts,consecutive_duty_days,rest_hours,workload_score,operational_intensity,schedule_irregularity
P-000601,2025-12-01,12,172.1,6.4,2,4,89.3,19.7,2,1.42
P-000602,2025-01-01,1,179.4,0.7,0,3,95.5,14.5,2,1.33
P-000602,2025-02-01,2,177.2,6.9,1,4,96.5,19.1,2,1.57
P-000602,2025-03-01,3,172.4,12.5,4,5,87.0,27.1,2,1.53
P-000602,2025-04-01,4,176.9,3.9,4,3,94.5,22.3,2,1.54
P-000602,2025-05-01,5,177.1,4.2,1,4,94.9,18.8,2,1.78
P-000602,2025-06-01,6,169.6,1.6,0,3,92.5,13.2,2,1.79
P-000602,2025-07-01,7,182.3,5.8,1,5,94.2,21.1,2,1.41
P-000602,2025-08-01,8,175.4,4.0,4,4,89.0,23.6,2,1.56
P-000602,2025-09-01,9,171.2,3.9,4,4,95.2,20.0,2,1.21
P-000602,2025-10-01,10,172.4,5.1,1,6,90.7,18.2,2,1.21
P-000602,2025-11-01,11,175.3,8.0,2,4,89.9,22.3,2,1.8
P-000602,2025-12-01,12,183.9,12.7,3,3,88.0,28.7,2,1.84
P-000603,2025-01-01,1,179.5,2.3,0,5,98.0,16.9,2,1.68
P-000603,2025-02-01,2,169.9,9.8,2,3,92.0,19.5,2,1.56
P-000603,2025-03-01,3,185.0,9.1,0,5,89.5,23.0,2,1.56
P-000603,2025-04-01,4,175.1,0.0,2,4,95.1,18.3,2,1.95
P-000603,2025-05-01,5,176.3,5.4,1,4,86.0,20.2,3,1.62
P-000603,2025-06-01,6,177.8,11.5,2,3,82.0,25.3,2,1.74
P-000603,2025-07-01,7,169.3,9.0,1,6,84.5,20.4,2,1.44
P-000603,2025-08-01,8,178.0,4.5,1,4,91.5,19.8,2,1.8
P-000603,2025-09-01,9,173.7,11.5,1,5,90.3,21.7,2,1.61
P-000603,2025-10-01,10,171.8,6.6,3,4,91.6,21.9,2,1.82
P-000603,2025-11-01,11,175.5,6.1,3,3,94.7,21.5,2,1.7
P-000603,2025-12-01,12,174.5,2.2,4,4,93.0,21.7,2,1.53
P-000604,2025-01-01,1,179.0,7.7,3,3,98.9,22.6,2,1.7
P-000604,2025-02-01,2,182.1,2.6,4,5,87.2,26.3,2,1.55
P-000604,2025-03-01,3,178.4,8.1,1,5,95.0,20.7,2,1.51
P-000604,2025-04-01,4,182.6,6.3,1,4,97.7,20.3,2,1.5
P-000604,2025-05-01,5,185.3,6.7,3,4,88.5,26.4,2,1.46
P-000604,2025-06-01,6,180.2,7.2,1,3,94.6,20.2,2,1.68
P-000604,2025-07-01,7,179.2,6.1,3,7,91.2,24.5,2,1.07
P-000604,2025-08-01,8,185.7,11.3,0,4,89.2,23.4,2,1.5
P-000604,2025-09-01,9,176.3,5.1,2,4,95.9,19.4,2,1.43
P-000604,2025-10-01,10,186.0,11.6,1,5,85.6,27.2,2,1.74
P-000604,2025-11-01,11,177.0,7.8,3,5,92.7,23.3,2,1.26
P-000604,2025-12-01,12,187.9,2.8,4,5,94.6,25.8,2,1.04
P-000605,2025-01-01,1,185.8,6.6,2,4,97.9,22.6,2,1.26
P-000605,2025-02-01,2,191.7,4.3,1,5,92.8,24.9,2,1.77
P-000605,2025-03-01,3,183.6,6.3,2,4,92.3,22.3,2,1.09
P-000605,2025-04-01,4,182.0,7.8,0,3,92.1,19.6,2,1.59
P-000605,2025-05-01,5,188.6,8.9,2,5,91.0,26.6,2,1.34
P-000605,2025-06-01,6,185.8,4.4,3,5,93.8,24.5,2,1.18
P-000605,2025-07-01,7,185.1,6.2,1,4,87.2,23.1,2,1.51
P-000605,2025-08-01,8,193.3,9.6,3,5,90.2,31.1,2,1.61
P-000605,2025-09-01,9,181.6,10.2,4,6,90.9,32.4,2,2.77
P-000605,2025-10-01,10,184.1,1.5,0,4,92.5,17.6,2,1.31
P-000605,2025-11-01,11,186.2,11.8,4,4,87.9,31.8,2,1.93
P-000605,2025-12-01,12,185.7,10.3,1,4,95.1,24.3,2,1.83
P-000606,2025-01-01,1,169.4,6.2,3,4,93.8,19.7,2,1.53
P-000606,2025-02-01,2,172.4,11.0,3,5,82.3,26.3,2,1.77
P-000606,2025-03-01,3,176.4,8.9,1,4,90.7,19.4,2,1.03
P-000606,2025-04-01,4,172.1,5.1,3,3,89.9,21.8,2,2.09
P-000606,2025-05-01,5,171.5,9.6,2,6,94.8,22.1,2,1.79
P-000606,2025-06-01,6,177.9,0.0,0,5,96.7,15.5,2,1.6
P-000606,2025-07-01,7,166.2,4.9,1,4,93.5,14.6,2,1.44
P-000606,2025-08-01,8,168.4,8.2,2,5,95.0,17.7,2,1.0
P-000606,2025-09-01,9,173.2,8.6,2,5,91.6,20.9,2,1.3
P-000606,2025-10-01,10,168.4,8.4,1,5,96.3,16.8,2,1.36
P-000606,2025-11-01,11,166.0,11.6,2,4,87.4,20.2,2,1.44
P-000606,2025-12-01,12,176.3,6.6,1,6,86.7,21.1,2,1.31
P-000607,2025-01-01,1,170.6,8.3,2,5,91.5,21.0,2,1.72
P-000607,2025-02-01,2,173.9,5.3,4,5,96.4,22.4,2,1.37
P-000607,2025-03-01,3,169.6,4.8,3,6,95.4,20.4,2,1.57
P-000607,2025-04-01,4,176.6,8.0,1,4,93.4,18.7,2,1.1
P-000607,2025-05-01,5,177.3,2.8,3,4,98.1,19.6,3,1.25
P-000607,2025-06-01,6,175.7,8.4,2,5,89.5,23.4,2,1.8
P-000607,2025-07-01,7,168.7,1.8,3,6,92.2,18.6,2,1.22
P-000607,2025-08-01,8,172.8,8.7,3,4,89.0,22.7,2,1.44
P-000607,2025-09-01,9,177.4,8.7,4,4,89.1,26.1,2,1.53
P-000607,2025-10-01,10,179.0,3.6,2,4,93.7,20.0,2,1.39
P-000607,2025-11-01,11,179.6,2.3,2,5,95.8,20.5,2,1.6
P-000607,2025-12-01,12,172.5,4.4,3,3,95.7,20.7,2,2.17
P-000608,2025-01-01,1,187.4,6.8,2,4,95.2,23.1,2,1.03
P-000608,2025-02-01,2,188.8,5.5,1,6,93.2,24.1,2,1.44
P-000608,2025-03-01,3,188.2,5.8,2,6,89.2,27.6,2,1.89
P-000608,2025-04-01,4,193.3,6.0,1,5,94.1,24.0,2,1.0
P-000608,2025-05-01,5,186.9,4.3,1,6,97.2,21.2,2,1.0
P-000608,2025-06-01,6,186.8,10.6,1,4,89.7,24.7,2,1.37
P-000608,2025-07-01,7,190.2,13.7,4,3,92.3,30.7,2,1.23
P-000608,2025-08-01,8,195.5,4.3,0,3,92.5,23.8,2,1.94
P-000608,2025-09-01,9,188.4,7.1,2,4,92.3,25.1,2,1.41
P-000608,2025-10-01,10,182.2,8.2,2,4,99.1,21.4,2,1.13
P-000608,2025-11-01,11,187.8,5.4,3,4,92.3,26.1,2,1.5
P-000608,2025-12-01,12,188.6,6.2,1,5,93.5,23.5,2,1.4
P-000609,2025-01-01,1,186.7,8.0,1,4,86.8,26.6,2,2.37
P-000609,2025-02-01,2,187.7,11.9,1,3,85.2,27.6,2,2.1
P-000609,2025-03-01,3,186.3,9.8,1,4,86.1,26.1,2,1.84
P-000609,2025-04-01,4,231.9,34.5,7,6,40.0,78.2,3,4.18
P-000609,2025-05-01,5,221.2,28.7,5,9,44.9,69.3,3,4.0
P-000609,2025-06-01,6,226.1,25.9,6,8,54.4,67.8,4,3.47
P-000609,2025-07-01,7,225.8,25.0,7,6,49.7,68.2,4,3.35
P-000609,2025-08-01,8,222.4,36.2,4,8,46.0,69.0,4,3.5
P-000609,2025-09-01,9,184.2,7.8,2,5,86.9,26.2,2,1.63
P-000609,2025-10-01,10,187.3,8.5,1,4,86.6,26.1,2,1.96
P-000609,2025-11-01,11,182.9,10.6,2,5,85.7,28.1,2,2.03
P-000609,2025-12-01,12,192.4,9.6,2,4,86.2,30.0,2,1.92
P-000610,2025-01-01,1,182.0,12.3,4,4,87.1,29.6,2,1.5
P-000610,2025-02-01,2,185.8,13.6,4,4,86.5,32.1,2,1.72
P-000610,2025-03-01,3,230.5,35.5,6,7,44.4,76.0,4,4.06
P-000610,2025-04-01,4,235.8,37.5,8,11,43.8,83.7,4,3.64
P-000610,2025-05-01,5,224.0,27.2,6,8,46.9,69.6,3,3.75
P-000610,2025-06-01,6,231.7,40.2,4,9,43.0,77.9,4,4.59
P-000610,2025-07-01,7,227.9,36.6,4,9,44.0,72.6,4,3.65
P-000610,2025-08-01,8,232.6,38.8,9,12,43.4,87.1,3,4.27
P-000610,2025-09-01,9,226.3,44.9,7,9,41.5,82.8,3,4.4
P-000610,2025-10-01,10,183.0,6.2,0,3,89.5,19.7,2,1.55
P-000610,2025-11-01,11,191.0,8.8,1,4,88.5,26.6,2,1.74
P-000610,2025-12-01,12,185.3,9.5,0,4,88.2,23.7,2,1.89
P-000611,2025-01-01,1,170.9,2.4,1,3,95.9,15.2,2,1.9
P-000611,2025-02-01,2,187.2,13.4,1,6,88.0,27.8,2,1.41
P-000611,2025-03-01,3,178.1,6.6,1,4,91.3,20.4,2,1.63
P-000611,2025-04-01,4,179.7,6.5,3,5,88.7,24.6,2,1.33
P-000611,2025-05-01,5,188.7,9.2,2,3,87.4,25.7,3,1.15
P-000611,2025-06-01,6,174.8,2.1,0,4,96.8,14.3,2,1.48
P-000611,2025-07-01,7,175.8,8.7,2,4,92.6,21.9,2,1.64
P-000611,2025-08-01,8,175.8,0.5,3,6,94.9,21.4,2,1.78
P-000611,2025-09-01,9,180.6,1.2,2,6,94.0,21.5,2,1.61
P-000611,2025-10-01,10,176.4,8.1,3,4,92.2,22.7,2,1.27
P-000611,2025-11-01,11,181.9,9.4,3,3,93.9,24.1,2,1.25
P-000611,2025-12-01,12,177.5,6.6,1,4,93.6,20.7,2,2.03
P-000612,2025-01-01,1,184.4,18.1,1,7,74.7,34.9,3,2.59
P-000612,2025-02-01,2,178.9,21.5,4,6,73.4,40.5,3,3.22
P-000612,2025-03-01,3,184.6,16.6,2,4,75.4,33.7,3,2.51
P-000612,2025-04-01,4,230.9,43.7,8,10,44.3,86.4,5,4.67
P-000612,2025-05-01,5,237.4,40.4,14,14,42.6,98.0,5,4.96
P-000612,2025-06-01,6,241.7,47.8,11,11,46.3,96.2,5,4.26
P-000612,2025-07-01,7,231.5,54.9,14,10,43.7,98.0,5,4.35
P-000612,2025-08-01,8,245.2,50.2,9,10,40.9,96.7,5,4.78
P-000612,2025-09-01,9,246.2,61.8,5,9,35.9,95.6,5,4.83
P-000612,2025-10-01,10,253.6,65.0,7,7,38.9,98.0,5,4.17
P-000612,2025-11-01,11,256.3,65.0,14,10,31.1,98.0,5,4.7
P-000612,2025-12-01,12,263.5,57.1,13,10,36.7,98.0,5,4.25
P-000613,2025-01-01,1,172.4,13.4,4,6,84.7,29.2,2,1.81
P-000613,2025-02-01,2,174.8,15.2,1,4,83.9,25.8,2,2.26
P-000613,2025-03-01,3,168.9,11.3,3,3,85.5,22.9,2,1.65
P-000613,2025-04-01,4,210.4,40.2,4,9,43.1,70.1,4,4.45
P-000613,2025-05-01,5,207.9,30.2,4,10,50.4,62.9,3,3.88
P-000613,2025-06-01,6,214.2,29.9,6,13,40.2,72.3,3,3.89
P-000613,2025-07-01,7,199.6,36.1,5,8,45.6,63.1,4,3.66
P-000613,2025-08-01,8,209.5,25.8,7,11,55.1,65.5,3,3.52
P-000613,2025-09-01,9,171.1,9.3,1,6,86.3,22.6,2,2.12
P-000613,2025-10-01,10,170.8,10.2,2,5,85.9,24.1,2,2.21
P-000613,2025-11-01,11,170.7,9.9,1,7,86.1,21.5,2,1.37
P-000613,2025-12-01,12,171.4,3.7,1,5,88.5,18.2,2,1.69
P-000614,2025-01-01,1,187.6,1.7,1,5,104.2,20.4,2,1.82
P-000614,2025-02-01,2,182.4,6.9,2,6,96.0,23.7,2,1.45
P-000614,2025-03-01,3,192.2,3.1,2,4,94.3,24.3,2,1.38
P-000614,2025-04-01,4,186.3,5.0,2,3,91.0,23.6,3,1.64
P-000614,2025-05-01,5,194.0,4.8,3,5,97.3,26.5,3,1.0
P-000614,2025-06-01,6,192.1,12.0,2,4,89.4,28.9,2,1.38
P-000614,2025-07-01,7,183.9,8.9,0,4,88.1,21.7,2,1.39
P-000614,2025-08-01,8,182.6,8.5,1,5,94.0,21.3,2,1.0
P-000614,2025-09-01,9,188.6,3.5,3,5,91.3,25.2,2,1.0
P-000614,2025-10-01,10,188.3,9.3,4,3,87.6,30.6,2,1.84
P-000614,2025-11-01,11,181.9,3.4,1,4,89.0,19.2,2,1.0
P-000614,2025-12-01,12,181.9,10.3,2,6,87.0,26.7,2,1.48
P-000615,2025-01-01,1,171.1,4.3,0,3,96.3,12.7,1,1.25
P-000615,2025-02-01,2,217.2,37.4,8,9,46.8,76.3,4,4.07
P-000615,2025-03-01,3,220.0,37.7,5,6,46.7,69.9,4,3.83
P-000615,2025-04-01,4,212.8,35.8,8,11,47.3,75.4,4,4.09
P-000615,2025-05-01,5,226.5,31.9,4,9,48.4,68.7,4,3.4
P-000615,2025-06-01,6,116.3,0.0,0,3,120.0,5.0,1,1.0
P-000615,2025-07-01,7,166.1,3.5,0,5,96.6,11.5,1,1.08
P-000615,2025-08-01,8,171.6,6.9,1,4,95.2,17.1,1,1.48
P-000615,2025-09-01,9,164.1,4.9,1,5,96.0,13.8,1,1.32
P-000615,2025-10-01,10,165.7,7.7,1,5,94.9,16.3,1,1.56
P-000615,2025-11-01,11,173.7,7.3,0,5,95.1,16.3,1,1.19
P-000615,2025-12-01,12,168.6,6.4,0,4,95.5,15.1,1,1.87
P-000616,2025-01-01,1,175.5,7.5,0,6,95.0,18.0,1,1.3
P-000616,2025-02-01,2,215.3,31.2,4,9,48.6,66.3,4,4.14
P-000616,2025-03-01,3,221.8,38.3,7,10,46.5,75.8,4,3.45
P-000616,2025-04-01,4,227.0,33.1,9,8,48.1,76.7,4,3.27
P-000616,2025-05-01,5,229.3,27.1,8,10,49.9,76.3,4,4.01
P-000616,2025-06-01,6,122.4,0.0,0,3,120.0,5.0,1,1.0
P-000616,2025-07-01,7,176.8,4.8,1,5,96.1,18.7,1,1.55
P-000616,2025-08-01,8,164.4,6.8,0,4,95.3,12.5,1,1.34
P-000616,2025-09-01,9,174.1,4.5,1,4,96.2,16.7,1,1.43
P-000616,2025-10-01,10,171.0,5.8,0,5,95.7,15.0,1,1.34
P-000616,2025-11-01,11,180.9,3.7,1,6,96.5,19.7,1,1.29
P-000616,2025-12-01,12,181.5,7.2,3,5,95.1,24.1,1,1.23
P-000617,2025-01-01,1,173.3,9.3,3,5,86.3,24.4,2,1.48
P-000617,2025-02-01,2,173.8,2.2,2,5,100.3,16.9,2,1.32
P-000617,2025-03-01,3,172.6,3.2,1,4,91.2,17.1,2,1.64
P-000617,2025-04-01,4,170.5,12.4,2,6,93.8,22.7,2,1.63
P-000617,2025-05-01,5,161.9,8.8,3,4,86.8,19.8,3,1.63
P-000617,2025-06-01,6,175.2,6.6,1,3,89.7,19.1,2,1.66
P-000617,2025-07-01,7,169.6,8.4,3,4,87.8,21.3,2,1.3
P-000617,2025-08-01,8,170.3,5.7,1,3,89.6,16.5,2,1.45
P-000617,2025-09-01,9,178.0,2.2,1,5,91.0,18.6,2,1.38
P-000617,2025-10-01,10,173.1,5.8,3,3,95.9,20.2,2,1.67
P-000617,2025-11-01,11,167.2,3.0,1,4,92.4,13.4,2,1.07
P-000617,2025-12-01,12,172.3,4.3,3,4,89.9,19.7,2,1.12
P-000618,2025-01-01,1,179.0,0.0,2,4,93.2,18.3,2,1.23
P-000618,2025-02-01,2,182.0,6.1,3,4,89.2,26.1,2,1.98
P-000618,2025-03-01,3,183.8,6.2,2,6,91.3,23.8,2,1.07
P-000618,2025-04-01,4,176.9,4.7,1,6,96.0,19.5,3,1.58
P-000618,2025-05-01,5,179.6,8.2,0,5,90.4,20.6,3,1.59
P-000618,2025-06-01,6,172.9,6.6,4,6,95.3,24.7,2,1.85
P-000618,2025-07-01,7,175.2,0.6,4,3,99.5,20.3,2,1.9
P-000618,2025-08-01,8,176.8,5.9,2,3,89.9,19.7,2,1.16
P-000618,2025-09-01,9,178.8,5.4,1,4,86.6,21.2,2,1.7
P-000618,2025-10-01,10,172.8,5.2,4,5,95.4,23.2,2,1.76
P-000618,2025-11-01,11,184.4,7.3,1,5,90.0,23.9,2,1.67
P-000618,2025-12-01,12,172.6,6.6,4,5,85.9,24.8,2,1.49
P-000619,2025-01-01,1,178.2,14.0,3,7,76.4,33.4,3,2.35
P-000619,2025-02-01,2,178.9,14.2,2,5,76.3,33.3,3,3.37
P-000619,2025-03-01,3,172.7,11.2,3,4,77.5,29.5,3,2.89
P-000619,2025-04-01,4,227.7,45.5,5,14,41.0,84.3,5,4.65
P-000619,2025-05-01,5,233.1,44.9,5,14,42.9,86.4,5,5.0
P-000619,2025-06-01,6,240.6,48.0,6,11,44.8,88.3,5,4.48
P-000619,2025-07-01,7,241.1,53.3,6,9,38.4,90.3,5,4.36
P-000619,2025-08-01,8,242.8,37.3,8,10,33.8,89.4,5,4.5
P-000619,2025-09-01,9,247.7,43.5,7,9,42.1,89.7,5,4.43
P-000619,2025-10-01,10,251.8,53.9,14,10,41.7,98.0,5,3.83
P-000619,2025-11-01,11,253.4,54.8,14,12,35.5,98.0,5,4.47
P-000619,2025-12-01,12,252.8,48.5,13,11,38.4,98.0,5,4.38
P-000620,2025-01-01,1,180.8,9.5,0,5,88.2,23.2,2,2.05
P-000620,2025-02-01,2,179.7,13.6,1,5,86.6,25.1,2,1.5
P-000620,2025-03-01,3,232.1,34.9,10,11,44.5,87.4,4,4.8
P-000620,2025-04-01,4,227.4,47.5,7,9,40.7,83.5,4,4.04
P-000620,2025-05-01,5,230.6,35.0,10,8,44.5,83.7,4,4.28
P-000620,2025-06-01,6,230.7,41.0,7,7,42.7,80.4,4,4.11
P-000620,2025-07-01,7,224.1,37.6,5,7,43.7,73.0,3,4.05
P-000620,2025-08-01,8,218.8,42.6,9,8,42.2,80.2,3,3.76
P-000620,2025-09-01,9,230.7,42.1,6,8,42.4,79.4,4,3.89
P-000620,2025-10-01,10,180.2,12.2,0,5,87.1,23.4,2,1.71
P-000620,2025-11-01,11,179.3,8.1,3,5,88.8,27.3,2,2.19
P-000620,2025-12-01,12,173.4,11.0,0,5,87.6,21.4,2,2.1
P-000621,2025-01-01,1,180.1,7.1,2,4,94.1,23.1,2,1.89
P-000621,2025-02-01,2,173.2,1.8,3,3,99.8,18.0,2,1.75
P-000621,2025-03-01,3,177.7,9.3,2,5,90.8,23.1,2,1.38
P-000621,2025-04-01,4,179.5,4.0,2,5,93.2,22.1,3,1.77
P-000621,2025-05-01,5,174.6,6.5,3,6,90.6,23.4,3,1.42
P-000621,2025-06-01,6,176.9,3.3,3,5,92.0,22.7,2,1.72
P-000621,2025-07-01,7,176.4,5.0,4,4,93.2,22.5,2,1.1
P-000621,2025-08-01,8,176.4,5.0,2,4,93.9,19.6,2,1.36
P-000621,2025-09-01,9,178.3,3.5,1,7,88.6,20.7,2,1.25
P-000621,2025-10-01,10,177.0,7.3,0,4,94.7,18.1,2,1.67
P-000621,2025-11-01,11,173.3,9.4,1,5,89.7,19.3,2,1.0
P-000621,2025-12-01,12,171.1,10.3,1,5,90.0,20.3,2,1.58
P-000622,2025-01-01,1,186.2,2.9,3,5,98.3,26.6,2,2.51
P-000622,2025-02-01,2,182.0,4.4,3,7,90.1,27.2,2,1.96
P-000622,2025-03-01,3,183.6,6.6,0,6,90.6,21.2,2,1.29
P-000622,2025-04-01,4,184.9,1.2,0,5,93.0,19.0,2,1.58
P-000622,2025-05-01,5,180.5,2.9,2,5,94.9,21.6,3,1.76
P-000622,2025-06-01,6,185.9,4.9,2,4,94.2,23.9,2,1.76
P-000622,2025-07-01,7,182.8,3.6,2,4,90.0,21.6,2,1.2
P-000622,2025-08-01,8,179.6,10.3,2,4,90.0,22.8,2,1.0
P-000622,2025-09-01,9,186.8,1.9,2,6,92.4,24.1,2,1.57
P-000622,2025-10-01,10,184.2,4.8,4,4,88.7,27.9,2,1.91
P-000622,2025-11-01,11,180.6,4.9,1,4,91.6,20.0,2,1.42
P-000622,2025-12-01,12,179.5,4.2,2,4,98.1,20.7,2,1.81
P-000623,2025-01-01,1,170.9,10.3,2,4,91.1,22.8,2,2.32
P-000623,2025-02-01,2,179.0,8.7,2,4,88.4,23.3,2,1.45
P-000623,2025-03-01,3,173.9,3.4,0,3,94.3,15.0,2,1.77
P-000623,2025-04-01,4,170.7,11.0,1,5,89.5,20.0,2,1.38
P-000623,2025-05-01,5,172.6,9.1,3,4,92.2,22.7,2,1.65
P-000623,2025-06-01,6,172.4,7.9,3,4,93.7,22.0,2,1.71
P-000623,2025-07-01,7,175.9,9.0,3,3,91.8,23.7,2,1.84
P-000623,2025-08-01,8,173.2,1.2,0,7,95.8,16.0,2,1.67
P-000623,2025-09-01,9,168.4,2.8,1,4,97.4,13.3,2,1.24
P-000623,2025-10-01,10,175.1,5.5,2,6,96.2,21.6,2,1.91
P-000623,2025-11-01,11,174.1,3.2,2,5,91.1,19.7,2,1.56
P-000623,2025-12-01,12,170.6,5.9,0,5,90.3,16.9,2,1.71
P-000624,2025-01-01,1,167.4,4.2,1,5,91.1,15.8,2,1.4
P-000624,2025-02-01,2,169.4,10.1,4,4,90.5,23.3,2,1.37
P-000624,2025-03-01,3,172.0,6.4,3,3,90.9,20.5,2,1.47
P-000624,2025-04-01,4,166.4,9.1,2,4,91.0,18.9,2,1.55
P-000624,2025-05-01,5,169.1,2.8,4,5,90.0,21.7,2,1.71
P-000624,2025-06-01,6,173.7,4.4,3,4,94.0,20.7,2,1.62
P-000624,2025-07-01,7,170.4,7.2,0,6,93.9,16.3,2,1.31
P-000624,2025-08-01,8,171.1,8.3,2,4,92.9,20.3,2,1.75
P-000624,2025-09-01,9,165.8,2.6,2,3,90.5,15.6,2,1.68
P-000624,2025-10-01,10,175.0,6.1,2,5,94.1,20.4,2,1.41
P-000624,2025-11-01,11,162.0,3.8,1,4,92.9,13.3,2,1.66
P-000624,2025-12-01,12,166.0,7.5,1,4,90.9,17.1,2,1.82
P-000625,2025-01-01,1,179.0,14.6,3,4,84.2,28.2,2,1.44
P-000625,2025-02-01,2,180.9,9.7,3,3,86.1,25.9,2,1.47
P-000625,2025-03-01,3,175.6,12.4,2,5,85.0,26.5,2,2.08
P-000625,2025-04-01,4,218.6,31.8,5,9,50.7,67.4,3,3.52
P-000625,2025-05-01,5,215.0,20.3,9,11,44.1,71.6,4,3.92
P-000625,2025-06-01,6,214.7,37.0,4,6,45.4,66.5,4,3.91
P-000625,2025-07-01,7,205.2,19.8,7,7,55.5,62.3,4,4.93
P-000625,2025-08-01,8,202.4,34.3,5,13,40.0,69.3,4,4.27
P-000625,2025-09-01,9,176.6,2.3,2,5,89.1,21.8,2,2.02
P-000625,2025-10-01,10,179.8,8.2,3,5,86.7,26.3,2,1.53
P-000625,2025-11-01,11,171.3,8.1,1,5,86.7,21.5,2,2.18
P-000625,2025-12-01,12,188.0,8.4,2,3,86.6,27.0,2,1.86
P-000626,2025-01-01,1,170.0,5.7,2,3,92.9,16.4,2,1.05
P-000626,2025-02-01,2,164.5,7.8,2,5,89.5,18.2,2,1.4
P-000626,2025-03-01,3,176.8,7.0,0,4,97.2,17.4,2,1.68
P-000626,2025-04-01,4,164.0,3.1,1,4,93.1,12.8,2,1.27
P-000626,2025-05-01,5,170.0,5.2,3,3,95.1,18.3,2,1.38
P-000626,2025-06-01,6,160.3,4.5,2,5,92.1,15.6,2,1.69
P-000626,2025-07-01,7,161.4,0.6,2,4,95.4,11.9,2,1.23
P-000626,2025-08-01,8,167.8,2.8,3,4,90.1,18.5,2,1.52
P-000626,2025-09-01,9,171.7,6.1,1,3,91.9,16.2,2,1.23
P-000626,2025-10-01,10,163.4,1.3,2,5,90.5,15.7,2,1.71
P-000626,2025-11-01,11,173.6,6.1,2,6,88.3,21.2,2,1.24
P-000626,2025-12-01,12,170.6,3.0,0,5,94.5,14.2,2,1.45
P-000627,2025-01-01,1,177.9,12.8,1,5,90.4,24.1,2,1.78
P-000627,2025-02-01,2,175.7,6.1,1,5,90.7,20.5,2,1.81
P-000627,2025-03-01,3,172.1,4.3,3,3,91.1,20.1,2,1.68
P-000627,2025-04-01,4,180.2,5.0,1,5,94.4,20.0,2,1.43
P-000627,2025-05-01,5,172.0,9.5,0,5,93.7,17.7,3,1.5
P-000627,2025-06-01,6,180.4,5.2,1,6,99.3,20.7,2,1.73
P-000627,2025-07-01,7,177.7,2.6,3,5,90.2,21.3,2,1.05
P-000627,2025-08-01,8,183.3,4.7,1,6,98.9,20.8,2,1.4
P-000627,2025-09-01,9,178.4,7.5,1,4,93.6,20.7,2,1.74
P-000627,2025-10-01,10,186.4,4.1,1,3,92.3,21.2,2,1.56
P-000627,2025-11-01,11,179.1,2.5,0,4,94.2,16.5,2,1.49
P-000627,2025-12-01,12,179.7,9.0,2,5,91.2,24.2,2,1.59
P-000628,2025-01-01,1,175.3,5.3,2,5,89.9,21.9,2,1.8
P-000628,2025-02-01,2,179.5,7.1,1,4,89.1,21.9,2,1.78
P-000628,2025-03-01,3,223.7,30.2,9,8,45.9,75.8,4,3.67
P-000628,2025-04-01,4,223.0,35.8,4,9,44.3,70.8,3,3.76
P-000628,2025-05-01,5,227.1,35.5,4,7,44.3,72.4,4,4.43
P-000628,2025-06-01,6,230.9,38.8,10,7,43.4,83.8,4,3.82
P-000628,2025-07-01,7,217.2,42.3,5,10,42.3,74.9,4,4.08
P-000628,2025-08-01,8,228.8,36.3,4,7,44.1,72.2,4,3.96
P-000628,2025-09-01,9,218.8,36.1,7,10,44.2,75.5,3,3.92
P-000628,2025-10-01,10,177.0,14.6,0,4,86.2,21.8,2,1.33
P-000628,2025-11-01,11,177.1,9.1,0,4,88.3,19.9,2,1.6
P-000628,2025-12-01,12,172.4,13.4,2,5,86.7,24.5,2,1.68
P-000629,2025-01-01,1,175.5,4.7,4,4,91.3,23.9,2,1.72
P-000629,2025-02-01,2,178.8,7.8,2,4,90.7,23.9,2,2.01
P-000629,2025-03-01,3,179.4,11.9,1,4,86.0,23.7,2,1.52
P-000629,2025-04-01,4,179.1,7.7,3,4,85.5,25.2,2,1.48
P-000629,2025-05-01,5,174.1,7.8,3,5,87.6,23.4,3,1.32
P-000629,2025-06-01,6,176.1,6.7,4,3,87.9,23.6,2,1.18
P-000629,2025-07-01,7,177.4,9.3,3,5,88.1,25.6,2,1.54
P-000629,2025-08-01,8,177.5,7.3,1,4,90.0,20.7,2,1.65
P-000629,2025-09-01,9,179.8,4.0,3,5,92.5,23.8,2,1.69
P-000629,2025-10-01,10,185.3,2.5,3,6,99.0,23.1,2,1.13
P-000629,2025-11-01,11,176.1,9.1,0,4,89.4,19.3,2,1.59
P-000629,2025-12-01,12,183.9,8.8,3,4,86.1,26.4,2,1.14
P-000630,2025-01-01,1,177.8,7.0,1,5,85.1,22.6,2,1.76
P-000630,2025-02-01,2,165.9,2.5,1,5,94.0,13.7,2,1.3
P-000630,2025-03-01,3,164.3,8.0,3,4,87.4,19.5,2,1.38
P-000630,2025-04-01,4,173.2,2.8,1,4,90.3,16.5,3,1.34
P-000630,2025-05-01,5,173.4,2.1,4,5,92.0,22.0,2,1.47
P-000630,2025-06-01,6,171.4,9.5,2,5,94.3,21.5,2,1.81
P-000630,2025-07-01,7,170.0,11.0,1,4,95.7,18.4,2,1.58
P-000630,2025-08-01,8,161.0,8.9,4,4,83.8,22.4,2,1.9
P-000630,2025-09-01,9,171.5,0.6,1,5,95.9,15.9,2,1.85
P-000630,2025-10-01,10,176.5,5.4,2,7,91.9,22.1,2,1.31
P-000630,2025-11-01,11,176.4,7.6,0,6,88.9,20.5,2,1.69
